ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q3,2014,2014-10-23 16:42:08,0.019,0.711,0.27,1.0
AOS,A. O. Smith,Industrials,Building Products,Q3,2014,2014-10-21 13:50:05,0.021,0.745,0.233,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q3,2014,2014-10-22 17:00:00,0.024,0.719,0.257,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q3,2014,2014-10-31 15:28:11,0.033,0.717,0.25,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q3,2014,2014-06-26 14:56:03,0.018,0.731,0.251,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q3,2014,2014-09-16 20:42:10,0.009,0.746,0.245,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q3,2014,2014-01-21 22:56:03,0.039,0.775,0.186,0.9999
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q3,2014,2014-11-06 15:10:09,0.032,0.788,0.179,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q3,2014,2014-10-29 15:50:31,0.048,0.72,0.232,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q3,2014,2014-08-14 22:30:09,0.023,0.78,0.198,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q3,2014,2014-07-23 14:39:05,0.028,0.7,0.272,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q3,2014,2014-10-29 21:50:03,0.025,0.743,0.232,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q3,2014,2014-10-23 23:03:06,0.032,0.755,0.213,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q3,2014,2014-11-03 17:39:04,0.029,0.736,0.235,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q3,2014,2014-10-24 00:25:08,0.033,0.747,0.219,1.0
ALLE,Allegion,Industrials,Building Products,Q3,2014,2014-10-30 14:10:22,0.022,0.71,0.268,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q3,2014,2014-11-07 16:10:12,0.017,0.764,0.219,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q3,2014,2014-10-30 21:01:05,0.036,0.754,0.21,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q3,2014,2014-10-17 17:00:00,0.012,0.723,0.265,1.0
MO,Altria,Consumer Staples,Tobacco,Q3,2014,2014-10-30 12:52:08,0.019,0.724,0.257,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q3,2014,2014-10-23 22:33:01,0.017,0.707,0.276,1.0
