ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q2,2022,2022-07-26 11:23:06,0.038,0.702,0.261,1.0
AOS,A. O. Smith,Industrials,Building Products,Q2,2022,2022-07-28 13:58:13,0.035,0.732,0.233,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q2,2022,2022-07-20 00:00:00,0.021,0.752,0.227,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q2,2022,2022-07-29 15:36:11,0.054,0.733,0.213,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q2,2022,2022-03-17 12:31:23,0.027,0.727,0.246,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q2,2022,2022-06-16 20:55:07,0.023,0.721,0.256,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q2,2022,2022-08-02 21:23:06,0.02,0.727,0.252,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q2,2022,2022-08-05 16:17:13,0.023,0.759,0.217,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q2,2022,2022-08-02 12:25:24,0.048,0.761,0.191,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q2,2022,2022-05-24 21:37:07,0.023,0.741,0.235,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q2,2022,2022-05-05 13:22:08,0.03,0.706,0.264,1.0
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q2,2022,2022-08-02 21:04:04,0.026,0.716,0.258,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q2,2022,2022-08-09 20:29:06,0.029,0.745,0.226,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q2,2022,2022-08-04 13:33:14,0.025,0.781,0.194,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q2,2022,2022-07-26 21:02:01,0.036,0.697,0.268,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q2,2022,2022-07-27 18:39:10,0.029,0.74,0.231,1.0
ALLE,Allegion,Industrials,Building Products,Q2,2022,2022-07-30 08:12:03,0.029,0.68,0.291,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q2,2022,2022-08-05 14:38:01,0.027,0.714,0.26,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q2,2022,2022-08-04 11:59:09,0.059,0.765,0.176,1.0
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,Q2,2022,2022-07-26 00:00:00,0.026,0.735,0.239,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q2,2022,2022-07-26 20:47:03,0.026,0.723,0.251,1.0
MO,Altria,Consumer Staples,Tobacco,Q2,2022,2022-07-28 13:32:15,0.021,0.767,0.212,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q2,2022,2022-07-28 21:06:03,0.023,0.74,0.237,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q2,2022,2022-02-01 22:07:10,0.035,0.739,0.227,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q2,2022,2022-08-05 16:03:12,0.01,0.717,0.273,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q2,2022,2022-07-21 10:45:08,0.043,0.764,0.192,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q2,2022,2022-07-27 12:56:05,0.02,0.719,0.26,1.0
AXP,American Express,Financials,Consumer Finance,Q2,2022,2022-07-22 11:50:05,0.028,0.755,0.217,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q2,2022,2022-08-09 00:00:00,0.064,0.743,0.193,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q2,2022,2022-07-28 14:43:05,0.038,0.743,0.219,1.0
AWK,American Water Works,Utilities,Water Utilities,Q2,2022,2022-07-28 11:17:02,0.025,0.75,0.225,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q2,2022,2022-07-27 14:08:05,0.022,0.702,0.275,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q2,2022,2022-08-02 12:14:09,0.028,0.728,0.244,1.0
AMGN,Amgen,Health Care,Biotechnology,Q2,2022,2022-08-04 21:05:04,0.046,0.739,0.215,1.0
APH,Amphenol,Information Technology,Electronic Components,Q2,2022,2022-07-27 18:53:03,0.026,0.723,0.251,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q2,2022,2022-05-18 13:23:04,0.035,0.711,0.255,1.0
ANSS,Ansys,Information Technology,Application Software,Q2,2022,2022-08-04 12:29:07,0.012,0.732,0.256,1.0
AON,Aon,Financials,Insurance Brokers,Q2,2022,2022-07-29 13:14:05,0.03,0.648,0.321,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q2,2022,2022-08-04 14:49:17,0.043,0.742,0.215,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q2,2022,2022-04-28 19:21:03,0.052,0.721,0.227,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q2,2022,2022-05-19 17:57:01,0.043,0.733,0.224,1.0
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,Q2,2022,2022-08-04 11:58:08,0.044,0.71,0.245,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q2,2022,2022-07-28 17:09:06,0.051,0.728,0.221,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q2,2022,2022-07-26 11:54:11,0.041,0.701,0.258,1.0
ANET,Arista Networks,Information Technology,Communications Equipment,Q2,2022,2022-08-01 21:30:02,0.034,0.724,0.242,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q2,2022,2022-08-01 09:49:06,0.04,0.729,0.231,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q2,2022,2022-08-03 12:11:03,0.046,0.726,0.228,1.0
T,AT&T,Communication Services,Integrated Telecommunication Services,Q2,2022,2022-07-21 12:27:04,0.035,0.735,0.23,1.0
ATO,Atmos Energy,Utilities,Gas Utilities,Q2,2022,2022-05-05 00:00:00,0.021,0.75,0.228,1.0
ADSK,Autodesk,Information Technology,Application Software,Q2,2022,2021-08-25 22:54:08,0.019,0.742,0.239,1.0
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,Q2,2022,2022-01-26 13:24:07,0.032,0.673,0.295,1.0
AZO,AutoZone,Consumer Discretionary,Automotive Retail,Q2,2022,2022-03-01 11:53:12,0.023,0.72,0.258,1.0
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,Q2,2022,2022-07-28 17:33:04,0.044,0.724,0.231,1.0
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,Q2,2022,2022-07-27 16:35:28,0.016,0.738,0.246,1.0
AXON,Axon Enterprise,Industrials,Aerospace & Defense,Q2,2022,2022-08-09 19:12:11,0.019,0.696,0.285,1.0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,Q2,2022,2022-07-20 11:37:10,0.036,0.735,0.229,1.0
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",Q2,2022,2022-08-04 17:07:03,0.025,0.778,0.197,1.0
BAC,Bank of America,Financials,Diversified Banks,Q2,2022,2022-07-18 12:11:04,0.032,0.76,0.209,1.0
BK,Bank of New York Mellon,Financials,Asset Management & Custody Banks,Q2,2022,2022-07-15 09:27:04,0.04,0.704,0.256,1.0
BAX,Baxter International,Health Care,Health Care Equipment,Q2,2022,2022-07-28 11:06:10,0.047,0.764,0.189,1.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,Q2,2022,2022-05-05 13:06:06,0.031,0.719,0.249,1.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,Q2,2022,2021-08-24 13:00:14,0.033,0.732,0.235,1.0
BIO,Bio-Rad,Health Care,Life Sciences Tools & Services,Q2,2022,2022-07-28 21:52:05,0.036,0.749,0.215,0.9999
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,Q2,2022,2022-02-01 14:38:12,0.028,0.753,0.22,1.0
BIIB,Biogen,Health Care,Biotechnology,Q2,2022,2022-07-20 13:05:06,0.038,0.765,0.197,1.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,Q2,2022,2022-07-15 13:05:21,0.049,0.72,0.23,1.0
BX,Blackstone,Financials,Asset Management & Custody Banks,Q2,2022,2022-07-21 12:30:22,0.035,0.747,0.219,1.0
BA,Boeing,Industrials,Aerospace & Defense,Q2,2022,2022-07-27 13:43:06,0.054,0.739,0.207,1.0
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q2,2022,2022-08-03 21:05:05,0.04,0.712,0.248,1.0
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,Q2,2022,2022-08-03 12:30:07,0.015,0.786,0.2,1.0
BXP,Boston Properties,Real Estate,Office REITs,Q2,2022,2022-07-27 14:44:02,0.03,0.797,0.172,1.0
BSX,Boston Scientific,Health Care,Health Care Equipment,Q2,2022,2022-08-08 02:37:02,0.032,0.731,0.237,1.0
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,Q2,2022,2022-07-27 11:17:02,0.03,0.723,0.248,1.0
