ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q3,2012,2012-10-23 17:00:00,0.025,0.727,0.249,1.0
AOS,A. O. Smith,Industrials,Building Products,Q3,2012,2012-10-17 16:34:03,0.02,0.742,0.238,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q3,2012,2012-10-17 17:00:00,0.025,0.761,0.214,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q3,2012,2012-06-28 20:20:06,0.026,0.761,0.213,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q3,2012,2012-09-19 21:10:06,0.047,0.797,0.156,0.9999
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q3,2012,2012-01-18 20:50:10,0.032,0.784,0.184,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q3,2012,2012-11-07 15:20:04,0.034,0.788,0.177,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q3,2012,2012-10-24 13:30:10,0.039,0.766,0.194,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q3,2012,2012-08-15 21:40:03,0.05,0.761,0.189,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q3,2012,2012-07-24 13:30:07,0.042,0.764,0.194,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q3,2012,2012-10-24 21:00:07,0.026,0.735,0.239,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q3,2012,2012-10-18 15:06:01,0.051,0.725,0.224,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q3,2012,2012-10-29 20:10:08,0.017,0.772,0.211,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q3,2012,2012-10-18 02:52:01,0.039,0.783,0.178,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q3,2012,2012-11-09 16:25:03,0.018,0.806,0.175,0.9999
ALL,Allstate,Financials,Property & Casualty Insurance,Q3,2012,2012-11-01 16:10:07,0.065,0.75,0.185,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q3,2012,2012-10-18 17:00:00,0.023,0.721,0.256,1.0
MO,Altria,Consumer Staples,Tobacco,Q3,2012,2012-10-25 10:53:04,0.022,0.733,0.246,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q3,2012,2012-10-26 17:00:00,0.019,0.741,0.24,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q3,2012,2012-10-25 14:10:06,0.037,0.775,0.188,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q3,2012,2012-11-09 15:45:02,0.035,0.776,0.188,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q3,2012,2012-10-24 17:40:08,0.037,0.79,0.173,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q3,2012,2012-10-24 13:20:04,0.031,0.759,0.21,1.0
AXP,American Express,Financials,Consumer Finance,Q3,2012,2012-10-17 21:40:06,0.03,0.756,0.214,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q3,2012,2012-11-02 00:00:00,0.072,0.714,0.214,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q3,2012,2012-10-31 12:10:07,0.022,0.799,0.179,1.0
AWK,American Water Works,Utilities,Water Utilities,Q3,2012,2012-11-08 12:40:07,0.028,0.791,0.182,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q3,2012,2012-10-25 00:00:00,0.029,0.735,0.236,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q3,2012,2012-10-23 13:08:02,0.035,0.749,0.216,1.0
AMGN,Amgen,Health Care,Biotechnology,Q3,2012,2012-10-23 21:30:04,0.02,0.782,0.199,1.0
APH,Amphenol,Information Technology,Electronic Components,Q3,2012,2012-10-17 16:10:04,0.027,0.771,0.201,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q3,2012,2012-04-26 21:30:05,0.033,0.779,0.188,1.0
ANSS,Ansys,Information Technology,Application Software,Q3,2012,2012-11-01 14:30:07,0.029,0.775,0.196,1.0
AON,Aon,Financials,Insurance Brokers,Q3,2012,2012-10-26 13:40:04,0.027,0.724,0.248,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q3,2012,2012-11-01 22:00:06,0.035,0.791,0.174,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q3,2012,2012-07-24 19:13:05,0.022,0.768,0.211,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q3,2012,2012-08-15 19:50:04,0.043,0.8,0.157,0.9999
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q3,2012,2012-11-02 17:00:07,0.061,0.799,0.14,0.9999
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q3,2012,2012-05-01 14:40:03,0.043,0.783,0.174,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q3,2012,2012-10-31 14:00:05,0.032,0.691,0.277,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q3,2012,2012-10-25 14:11:03,0.073,0.737,0.19,0.9999
T,AT&T,Communication Services,Integrated Telecommunication Services,Q3,2012,2012-10-24 17:00:00,0.027,0.704,0.269,1.0
ATO,Atmos Energy,Utilities,Gas Utilities,Q3,2012,2012-08-09 17:00:00,0.029,0.745,0.227,0.9999
ADSK,Autodesk,Information Technology,Application Software,Q3,2012,2011-11-15 23:50:07,0.016,0.783,0.201,1.0
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,Q3,2012,2012-05-01 14:40:05,0.027,0.757,0.215,1.0
AZO,AutoZone,Consumer Discretionary,Automotive Retail,Q3,2012,2012-05-22 13:30:08,0.04,0.749,0.211,1.0
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,Q3,2012,2012-10-25 18:20:13,0.031,0.786,0.183,1.0
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,Q3,2012,2012-10-24 17:10:07,0.026,0.764,0.21,1.0
AXON,Axon Enterprise,Industrials,Aerospace & Defense,Q3,2012,2012-10-26 16:40:04,0.03,0.762,0.208,1.0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,Q3,2012,2012-10-19 12:20:04,0.059,0.767,0.174,1.0
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",Q3,2012,2012-10-25 16:30:00,0.024,0.77,0.206,1.0
BAC,Bank of America,Financials,Diversified Banks,Q3,2012,2012-10-17 13:48:00,0.04,0.77,0.19,1.0
BK,Bank of New York Mellon,Financials,Asset Management & Custody Banks,Q3,2012,2012-10-17 12:10:08,0.022,0.734,0.244,1.0
BAX,Baxter International,Health Care,Health Care Equipment,Q3,2012,2012-10-18 17:00:00,0.028,0.744,0.228,1.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,Q3,2012,2012-08-02 13:30:05,0.026,0.79,0.185,1.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,Q3,2012,2011-12-13 14:00:47,0.032,0.723,0.245,1.0
BIO,Bio-Rad,Health Care,Life Sciences Tools & Services,Q3,2012,2012-11-06 19:20:07,0.036,0.767,0.197,0.9999
BIIB,Biogen,Health Care,Biotechnology,Q3,2012,2012-10-25 12:40:04,0.023,0.778,0.199,1.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,Q3,2012,2012-10-17 14:10:03,0.035,0.751,0.213,1.0
BX,Blackstone,Financials,Asset Management & Custody Banks,Q3,2012,2012-10-19 17:00:00,0.034,0.701,0.265,1.0
BA,Boeing,Industrials,Aerospace & Defense,Q3,2012,2012-10-24 14:40:12,0.04,0.766,0.194,1.0
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2012,2012-11-01 21:30:04,0.051,0.758,0.191,1.0
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,Q3,2012,2012-10-31 12:41:03,0.027,0.79,0.183,1.0
BXP,Boston Properties,Real Estate,Office REITs,Q3,2012,2012-10-24 17:40:07,0.041,0.779,0.179,1.0
BSX,Boston Scientific,Health Care,Health Care Equipment,Q3,2012,2012-10-18 15:30:15,0.036,0.761,0.203,1.0
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,Q3,2012,2012-10-24 14:10:08,0.029,0.775,0.196,1.0
AVGO,Broadcom Inc.,Information Technology,Semiconductors,Q3,2012,2012-08-17 00:05:03,0.03,0.795,0.175,1.0
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,Q3,2012,2012-05-08 12:00:02,0.025,0.762,0.213,1.0
BRO,Brown & Brown,Financials,Insurance Brokers,Q3,2012,2012-10-16 13:58:04,0.028,0.746,0.227,1.0
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,Q3,2012,2012-03-07 14:10:06,0.016,0.749,0.235,1.0
BLDR,Builders FirstSource,Industrials,Building Products,Q3,2012,2012-10-19 14:54:02,0.051,0.759,0.19,0.9999
BG,Bunge Global SA,Consumer Staples,Agricultural Products & Services,Q3,2012,2012-10-25 13:30:09,0.037,0.769,0.194,1.0
CDNS,Cadence Design Systems,Information Technology,Application Software,Q3,2012,2012-10-24 21:32:04,0.018,0.733,0.249,1.0
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,Q3,2012,2012-10-31 20:33:03,0.029,0.762,0.209,1.0
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,Q3,2012,2012-11-02 18:08:05,0.035,0.763,0.202,0.9999
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,Q3,2012,2012-05-21 14:10:02,0.03,0.792,0.178,1.0
COF,Capital One,Financials,Consumer Finance,Q3,2012,2012-10-18 20:10:08,0.033,0.766,0.201,1.0
CAH,Cardinal Health,Health Care,Health Care Distributors,Q3,2012,2012-05-03 16:40:08,0.038,0.763,0.199,1.0
KMX,CarMax,Consumer Discretionary,Automotive Retail,Q3,2012,2011-12-21 13:40:28,0.044,0.785,0.171,1.0
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2012,2012-09-25 15:00:05,0.045,0.806,0.148,1.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,Q3,2012,2012-10-22 13:26:03,0.048,0.755,0.197,1.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,Q3,2012,2012-11-01 20:10:04,0.03,0.773,0.197,1.0
CBRE,CBRE Group,Real Estate,Real Estate Services,Q3,2012,2012-10-30 22:08:03,0.039,0.765,0.196,0.9999
CE,Celanese,Materials,Specialty Chemicals,Q3,2012,2012-10-23 15:33:01,0.037,0.765,0.198,1.0
COR,Cencora,Health Care,Health Care Distributors,Q3,2012,2012-11-01 17:00:00,0.029,0.788,0.183,1.0
CNC,Centene Corporation,Health Care,Managed Health Care,Q3,2012,2012-10-23 15:56:05,0.026,0.783,0.192,1.0
CNP,CenterPoint Energy,Utilities,Multi-Utilities,Q3,2012,2012-11-07 15:10:09,0.022,0.771,0.207,0.9999
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,Q3,2012,2012-11-06 14:40:13,0.035,0.788,0.177,1.0
CHRW,CH Robinson,Industrials,Air Freight & Logistics,Q3,2012,2012-10-23 21:00:04,0.032,0.773,0.194,1.0
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Q3,2012,2012-10-31 13:42:05,0.023,0.742,0.234,1.0
CHTR,Charter Communications,Communication Services,Cable & Satellite,Q3,2012,2012-11-05 12:20:03,0.039,0.782,0.18,1.0
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,Q3,2012,2012-11-02 17:00:00,0.056,0.77,0.173,1.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,Q3,2012,2012-10-18 20:50:05,0.024,0.765,0.21,1.0
CB,Chubb Limited,Financials,Property & Casualty Insurance,Q3,2012,2012-10-25 22:20:03,0.067,0.749,0.184,1.0
CHD,Church & Dwight,Consumer Staples,Household Products,Q3,2012,2012-11-05 16:46:04,0.043,0.704,0.253,1.0
CI,Cigna,Health Care,Health Care Services,Q3,2012,2012-11-01 14:00:14,0.016,0.748,0.237,1.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,Q3,2012,2012-10-27 13:28:04,0.071,0.718,0.211,1.0
CTAS,Cintas,Industrials,Diversified Support Services,Q3,2012,2012-03-20 20:50:09,0.052,0.783,0.165,0.9999
CSCO,Cisco,Information Technology,Communications Equipment,Q3,2012,2012-05-09 21:50:05,0.048,0.743,0.209,1.0
C,Citigroup,Financials,Diversified Banks,Q3,2012,2012-10-15 16:35:04,0.04,0.761,0.199,1.0
CLX,Clorox,Consumer Staples,Household Products,Q3,2012,2012-05-02 19:40:06,0.037,0.768,0.196,1.0
CME,CME Group,Financials,Financial Exchanges & Data,Q3,2012,2012-10-25 14:40:08,0.03,0.78,0.19,1.0
CMS,CMS Energy,Utilities,Multi-Utilities,Q3,2012,2012-10-25 14:49:04,0.034,0.739,0.227,1.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Q3,2012,2012-10-16 12:40:03,0.016,0.718,0.266,1.0
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,Q3,2012,2012-11-07 12:40:03,0.02,0.799,0.181,1.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,Q3,2012,2012-10-25 15:50:11,0.031,0.742,0.226,1.0
CMCSA,Comcast,Communication Services,Cable & Satellite,Q3,2012,2012-10-26 10:56:06,0.023,0.733,0.245,1.0
CMA,Comerica,Financials,Diversified Banks,Q3,2012,2012-10-17 13:20:05,0.028,0.752,0.22,1.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,Q3,2012,2012-03-22 15:10:07,0.024,0.751,0.225,1.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Q3,2012,2012-10-25 15:25:04,0.032,0.739,0.229,1.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,Q3,2012,2012-01-05 15:30:06,0.029,0.749,0.222,1.0
COO,CooperCompanies,Health Care,Health Care Supplies,Q3,2012,2012-09-10 06:39:01,0.041,0.761,0.198,1.0
CPRT,Copart,Industrials,Diversified Support Services,Q3,2012,2012-05-30 17:00:00,0.042,0.796,0.162,0.9999
GLW,Corning Inc.,Information Technology,Electronic Components,Q3,2012,2012-10-24 14:30:07,0.046,0.759,0.195,1.0
