ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q2,2012,2012-07-24 15:20:09,0.048,0.791,0.161,0.9999
AOS,A. O. Smith,Industrials,Building Products,Q2,2012,2012-07-18 00:00:00,0.03,0.79,0.18,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q2,2012,2012-07-18 17:00:00,0.037,0.742,0.22,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q2,2012,2012-03-22 20:40:34,0.03,0.735,0.235,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q2,2012,2012-06-19 20:50:07,0.01,0.803,0.187,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q2,2012,2011-10-19 22:10:13,0.032,0.787,0.181,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q2,2012,2012-08-06 14:30:04,0.03,0.788,0.181,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q2,2012,2012-07-25 17:20:07,0.04,0.754,0.206,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q2,2012,2012-05-14 21:10:03,0.038,0.762,0.2,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q2,2012,2012-04-24 15:30:09,0.032,0.791,0.177,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q2,2012,2012-07-25 20:30:07,0.025,0.738,0.236,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q2,2012,2012-07-18 16:30:02,0.038,0.758,0.204,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q2,2012,2012-07-31 22:04:03,0.027,0.762,0.211,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q2,2012,2012-07-19 19:22:04,0.027,0.747,0.226,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q2,2012,2012-08-03 17:00:00,0.018,0.782,0.199,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q2,2012,2012-08-01 18:00:06,0.048,0.776,0.175,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q2,2012,2012-07-19 17:00:00,0.013,0.748,0.239,1.0
MO,Altria,Consumer Staples,Tobacco,Q2,2012,2012-07-24 13:54:01,0.019,0.758,0.224,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q2,2012,2012-07-26 17:00:00,0.032,0.746,0.222,0.9999
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q2,2012,2012-07-26 15:00:07,0.033,0.809,0.158,0.9999
AEE,Ameren,Utilities,Multi-Utilities,Q2,2012,2012-08-02 13:07:03,0.032,0.778,0.19,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q2,2012,2012-07-25 19:10:05,0.042,0.771,0.187,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q2,2012,2012-07-20 14:20:06,0.032,0.771,0.196,1.0
AXP,American Express,Financials,Consumer Finance,Q2,2012,2012-07-18 22:10:04,0.026,0.781,0.193,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q2,2012,2012-08-03 14:09:03,0.053,0.704,0.244,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q2,2012,2012-08-01 13:50:08,0.029,0.794,0.177,1.0
AWK,American Water Works,Utilities,Water Utilities,Q2,2012,2012-08-03 12:36:00,0.022,0.777,0.201,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q2,2012,2012-07-26 00:00:00,0.044,0.734,0.222,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q2,2012,2012-07-24 11:21:01,0.04,0.757,0.204,1.0
AMGN,Amgen,Health Care,Biotechnology,Q2,2012,2012-07-26 21:50:06,0.025,0.75,0.225,1.0
APH,Amphenol,Information Technology,Electronic Components,Q2,2012,2012-07-18 18:40:05,0.028,0.752,0.219,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q2,2012,2012-01-26 19:53:32,0.037,0.741,0.222,1.0
ANSS,Ansys,Information Technology,Application Software,Q2,2012,2012-08-02 14:50:16,0.03,0.773,0.198,1.0
AON,Aon,Financials,Insurance Brokers,Q2,2012,2012-07-27 14:20:04,0.032,0.715,0.253,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q2,2012,2012-08-02 23:50:04,0.033,0.795,0.173,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q2,2012,2012-04-24 21:10:04,0.029,0.8,0.171,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q2,2012,2012-05-17 20:00:56,0.032,0.807,0.16,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q2,2012,2012-07-26 18:20:04,0.049,0.76,0.191,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q2,2012,2012-01-31 00:00:00,0.057,0.767,0.176,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q2,2012,2012-08-01 17:00:00,0.043,0.708,0.249,1.0
