ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q4,2015,2016-01-26 16:39:10,0.022,0.742,0.236,1.0
AOS,A. O. Smith,Industrials,Building Products,Q4,2015,2016-01-29 16:47:05,0.02,0.798,0.182,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q4,2015,2016-01-28 17:00:00,0.038,0.746,0.216,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q4,2015,2016-01-29 13:49:09,0.025,0.769,0.206,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q4,2015,2015-09-24 11:25:08,0.014,0.709,0.277,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q4,2015,2015-12-10 20:22:09,0.01,0.735,0.255,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q4,2015,2015-04-22 23:44:09,0.036,0.739,0.225,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q4,2015,2016-02-24 14:51:10,0.05,0.76,0.19,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q4,2015,2016-02-02 13:57:04,0.033,0.769,0.198,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q4,2015,2015-11-17 00:36:02,0.023,0.736,0.241,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q4,2015,2015-10-29 13:47:05,0.025,0.714,0.261,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q4,2015,2016-02-09 22:47:09,0.021,0.731,0.249,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q4,2015,2016-02-18 14:51:16,0.03,0.762,0.208,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q4,2015,2016-02-03 17:00:00,0.037,0.739,0.224,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q4,2015,2016-01-28 23:04:18,0.027,0.767,0.206,1.0
ALLE,Allegion,Industrials,Building Products,Q4,2015,2016-02-11 12:25:11,0.018,0.732,0.25,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q4,2015,2016-02-23 15:03:05,0.02,0.763,0.217,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q4,2015,2016-02-04 14:48:09,0.054,0.736,0.21,1.0
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,Q4,2015,2016-02-02 17:00:00,0.016,0.744,0.24,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q4,2015,2016-02-02 17:00:00,0.016,0.744,0.24,1.0
MO,Altria,Consumer Staples,Tobacco,Q4,2015,2016-01-28 12:00:23,0.023,0.776,0.202,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q4,2015,2016-01-28 23:33:04,0.023,0.73,0.247,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q4,2015,2016-01-28 18:53:08,0.022,0.76,0.217,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q4,2015,2016-02-19 14:57:10,0.029,0.747,0.224,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q4,2015,2016-01-29 17:40:18,0.041,0.759,0.2,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q4,2015,2016-01-28 15:22:04,0.025,0.737,0.238,1.0
AXP,American Express,Financials,Consumer Finance,Q4,2015,2016-01-21 20:35:14,0.022,0.721,0.257,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q4,2015,2016-02-12 12:35:06,0.072,0.751,0.177,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q4,2015,2016-02-11 19:15:15,0.017,0.775,0.208,1.0
AWK,American Water Works,Utilities,Water Utilities,Q4,2015,2016-02-25 17:00:00,0.02,0.733,0.247,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q4,2015,2016-01-28 16:34:17,0.044,0.707,0.249,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q4,2015,2016-02-05 13:21:06,0.032,0.773,0.195,1.0
AMGN,Amgen,Health Care,Biotechnology,Q4,2015,2016-01-29 00:09:07,0.027,0.772,0.201,1.0
APH,Amphenol,Information Technology,Electronic Components,Q4,2015,2016-01-20 19:56:09,0.029,0.717,0.254,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q4,2015,2015-11-24 00:00:00,0.029,0.751,0.22,1.0
ANSS,Ansys,Information Technology,Application Software,Q4,2015,2016-02-25 16:47:09,0.02,0.783,0.197,1.0
AON,Aon,Financials,Insurance Brokers,Q4,2015,2016-02-05 13:47:04,0.024,0.712,0.264,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q4,2015,2016-02-25 19:05:08,0.047,0.769,0.184,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q4,2015,2015-10-27 22:59:03,0.028,0.75,0.222,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q4,2015,2015-11-12 21:43:04,0.023,0.729,0.248,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q4,2015,2016-02-10 20:08:11,0.054,0.755,0.19,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q4,2015,2016-02-02 14:39:08,0.054,0.754,0.192,1.0
ANET,Arista Networks,Information Technology,Communications Equipment,Q4,2015,2016-02-18 00:00:00,0.035,0.791,0.174,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q4,2015,2016-02-03 17:00:00,0.037,0.717,0.246,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q4,2015,2016-02-10 12:59:05,0.029,0.756,0.215,1.0
T,AT&T,Communication Services,Integrated Telecommunication Services,Q4,2015,2016-01-27 00:08:04,0.022,0.765,0.213,1.0
ATO,Atmos Energy,Utilities,Gas Utilities,Q4,2015,2015-11-07 02:36:02,0.033,0.702,0.265,0.9999
ADSK,Autodesk,Information Technology,Application Software,Q4,2015,2015-02-27 01:27:03,0.015,0.771,0.214,1.0
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,Q4,2015,2015-07-30 15:24:18,0.023,0.737,0.241,1.0
AZO,AutoZone,Consumer Discretionary,Automotive Retail,Q4,2015,2015-09-22 15:57:02,0.034,0.74,0.226,1.0
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,Q4,2015,2016-02-05 03:05:08,0.037,0.755,0.207,1.0
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,Q4,2015,2016-02-03 16:05:11,0.019,0.76,0.221,1.0
