ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q3,2011,2011-10-25 17:00:00,0.041,0.745,0.214,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q3,2011,2011-10-19 17:00:00,0.025,0.756,0.219,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q3,2011,2011-06-23 21:30:18,0.028,0.745,0.227,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q3,2011,2011-09-20 20:20:10,0.017,0.763,0.22,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q3,2011,2011-01-20 02:05:12,0.032,0.803,0.165,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q3,2011,2011-11-04 14:00:15,0.032,0.796,0.172,0.9999
AFL,Aflac,Financials,Life & Health Insurance,Q3,2011,2011-10-27 17:20:14,0.044,0.77,0.186,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q3,2011,2011-08-15 22:30:07,0.033,0.762,0.205,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q3,2011,2011-07-22 15:40:11,0.03,0.758,0.212,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q3,2011,2011-10-26 21:40:15,0.029,0.771,0.201,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q3,2011,2011-10-25 14:31:56,0.032,0.724,0.245,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q3,2011,2011-10-26 22:09:55,0.033,0.774,0.193,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q3,2011,2011-11-04 06:19:00,0.024,0.76,0.216,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q3,2011,2011-11-01 15:10:17,0.05,0.762,0.189,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q3,2011,2011-10-14 17:00:00,0.015,0.733,0.251,1.0
MO,Altria,Consumer Staples,Tobacco,Q3,2011,2011-10-27 14:10:37,0.022,0.775,0.203,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q3,2011,2011-10-26 17:00:00,0.018,0.755,0.227,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q3,2011,2011-10-26 12:40:11,0.04,0.779,0.181,0.9999
AEE,Ameren,Utilities,Multi-Utilities,Q3,2011,2011-11-04 16:47:58,0.027,0.751,0.222,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q3,2011,2011-10-27 17:10:13,0.039,0.77,0.191,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q3,2011,2011-10-26 15:30:11,0.034,0.737,0.228,1.0
AXP,American Express,Financials,Consumer Finance,Q3,2011,2011-10-19 21:50:09,0.029,0.767,0.204,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q3,2011,2011-11-04 14:44:54,0.055,0.744,0.201,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q3,2011,2011-11-01 12:40:16,0.017,0.774,0.21,1.0
AWK,American Water Works,Utilities,Water Utilities,Q3,2011,2011-11-03 18:10:12,0.029,0.777,0.194,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q3,2011,2011-10-27 13:24:55,0.05,0.718,0.232,1.0
