ticker,company,sector,sub-sector,quarter,year,date,sentiment scores,compiled sentiment
FRT,Federal Realty,Real Estate,Retail REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.02, 'neu': 0.752, 'pos': 0.228, 'compound': 1.0}",1
FDX,FedEx,Industrials,Air Freight & Logistics,QQ1,2024,9/20/2023 21:22,"{'neg': 0.023, 'neu': 0.705, 'pos': 0.272, 'compound': 1.0}",1
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,QQ1,2024,5/6/2024 0:00,"{'neg': 0.023, 'neu': 0.755, 'pos': 0.222, 'compound': 0.9998}",1
FITB,Fifth Third Bank,Financials,Diversified Banks,QQ1,2024,4/19/2024 13:11,"{'neg': 0.036, 'neu': 0.73, 'pos': 0.234, 'compound': 1.0}",1
FSLR,First Solar,Information Technology,Semiconductors,QQ1,2024,5/1/2024 0:00,"{'neg': 0.048, 'neu': 0.777, 'pos': 0.174, 'compound': 1.0}",1
FE,FirstEnergy,Utilities,Electric Utilities,QQ1,2024,4/26/2024 0:00,"{'neg': 0.025, 'neu': 0.771, 'pos': 0.204, 'compound': 1.0}",1
FI,Fiserv,Financials,Transaction & Payment Processing Services,QQ1,2024,4/23/2024 11:12,"{'neg': 0.015, 'neu': 0.714, 'pos': 0.271, 'compound': 1.0}",1
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,QQ1,2024,5/7/2024 0:00,"{'neg': 0.039, 'neu': 0.759, 'pos': 0.201, 'compound': 1.0}",1
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,QQ1,2024,4/24/2024 20:55,"{'neg': 0.03, 'neu': 0.75, 'pos': 0.219, 'compound': 1.0}",1
FTNT,Fortinet,Information Technology,Systems Software,QQ1,2024,5/2/2024 0:00,"{'neg': 0.024, 'neu': 0.736, 'pos': 0.24, 'compound': 1.0}",1
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,4/24/2024 0:00,"{'neg': 0.02, 'neu': 0.704, 'pos': 0.277, 'compound': 1.0}",1
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,QQ1,2024,11/2/2023 0:00,"{'neg': 0.033, 'neu': 0.749, 'pos': 0.218, 'compound': 1.0}",1
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,QQ1,2024,11/2/2023 14:03,"{'neg': 0.031, 'neu': 0.741, 'pos': 0.228, 'compound': 1.0}",1
BEN,Franklin Templeton,Financials,Asset Management & Custody Banks,QQ1,2024,1/29/2024 0:00,"{'neg': 0.019, 'neu': 0.753, 'pos': 0.228, 'compound': 1.0}",1
FCX,Freeport-McMoRan,Materials,Copper,QQ1,2024,4/23/2024 12:55,"{'neg': 0.029, 'neu': 0.738, 'pos': 0.233, 'compound': 1.0}",1
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,QQ1,2024,5/1/2024 0:00,"{'neg': 0.036, 'neu': 0.711, 'pos': 0.254, 'compound': 0.9999}",1
IT,Gartner,Information Technology,IT Consulting & Other Services,QQ1,2024,4/30/2024 0:00,"{'neg': 0.025, 'neu': 0.75, 'pos': 0.225, 'compound': 1.0}",1
GE,GE Aerospace,Industrials,Aerospace & Defense,QQ1,2024,4/23/2024 12:00,"{'neg': 0.023, 'neu': 0.696, 'pos': 0.281, 'compound': 1.0}",1
GEHC,GE HealthCare,Health Care,Health Care Equipment,QQ1,2024,4/30/2024 0:00,"{'neg': 0.033, 'neu': 0.71, 'pos': 0.258, 'compound': 1.0}",1
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,QQ1,2024,4/25/2024 13:42,"{'neg': 0.029, 'neu': 0.699, 'pos': 0.271, 'compound': 1.0}",1
GEN,Gen Digital,Information Technology,Systems Software,QQ1,2024,8/4/2023 18:55,"{'neg': 0.037, 'neu': 0.719, 'pos': 0.244, 'compound': 1.0}",1
GNRC,Generac,Industrials,Electrical Components & Equipment,QQ1,2024,5/1/2024 0:00,"{'neg': 0.038, 'neu': 0.737, 'pos': 0.225, 'compound': 1.0}",1
GD,General Dynamics,Industrials,Aerospace & Defense,QQ1,2024,4/24/2024 0:00,"{'neg': 0.044, 'neu': 0.742, 'pos': 0.214, 'compound': 1.0}",1
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,QQ1,2024,9/20/2023 11:31,"{'neg': 0.026, 'neu': 0.741, 'pos': 0.233, 'compound': 1.0}",1
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,QQ1,2024,4/23/2024 12:20,"{'neg': 0.027, 'neu': 0.712, 'pos': 0.261, 'compound': 1.0}",1
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,QQ1,2024,4/18/2024 11:38,"{'neg': 0.019, 'neu': 0.723, 'pos': 0.258, 'compound': 1.0}",1
GILD,Gilead Sciences,Health Care,Biotechnology,QQ1,2024,4/25/2024 0:00,"{'neg': 0.037, 'neu': 0.774, 'pos': 0.188, 'compound': 1.0}",1
GPN,Global Payments,Financials,Transaction & Payment Processing Services,QQ1,2024,5/1/2024 0:00,"{'neg': 0.019, 'neu': 0.728, 'pos': 0.253, 'compound': 1.0}",1
GL,Globe Life,Financials,Life & Health Insurance,QQ1,2024,4/23/2024 15:34,"{'neg': 0.039, 'neu': 0.767, 'pos': 0.194, 'compound': 1.0}",1
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,QQ1,2024,4/15/2024 12:52,"{'neg': 0.025, 'neu': 0.727, 'pos': 0.248, 'compound': 1.0}",1
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,QQ1,2024,4/23/2024 11:39,"{'neg': 0.027, 'neu': 0.696, 'pos': 0.276, 'compound': 1.0}",1
HIG,Hartford (The),Financials,Property & Casualty Insurance,QQ1,2024,4/26/2024 0:00,"{'neg': 0.044, 'neu': 0.73, 'pos': 0.226, 'compound': 1.0}",1
HAS,Hasbro,Consumer Discretionary,Leisure Products,QQ1,2024,4/24/2024 0:00,"{'neg': 0.027, 'neu': 0.732, 'pos': 0.241, 'compound': 1.0}",1
HCA,HCA Healthcare,Health Care,Health Care Facilities,QQ1,2024,4/26/2024 0:00,"{'neg': 0.032, 'neu': 0.766, 'pos': 0.202, 'compound': 1.0}",1
DOC,Healthpeak,Real Estate,Health Care REITs,QQ1,2024,4/26/2024 0:00,"{'neg': 0.032, 'neu': 0.767, 'pos': 0.201, 'compound': 1.0}",1
HSIC,Henry Schein,Health Care,Health Care Distributors,QQ1,2024,5/7/2024 0:00,"{'neg': 0.029, 'neu': 0.716, 'pos': 0.255, 'compound': 1.0}",1
HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,QQ1,2024,5/3/2024 0:00,"{'neg': 0.032, 'neu': 0.735, 'pos': 0.234, 'compound': 1.0}",1
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2/29/2024 21:32,"{'neg': 0.028, 'neu': 0.76, 'pos': 0.212, 'compound': 1.0}",1
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,4/24/2024 0:00,"{'neg': 0.024, 'neu': 0.733, 'pos': 0.243, 'compound': 1.0}",1
HOLX,Hologic,Health Care,Health Care Equipment,QQ1,2024,2/1/2024 22:56,"{'neg': 0.028, 'neu': 0.719, 'pos': 0.253, 'compound': 1.0}",1
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,QQ1,2024,5/14/2024 0:00,"{'neg': 0.041, 'neu': 0.706, 'pos': 0.253, 'compound': 1.0}",1
HON,Honeywell,Industrials,Industrial Conglomerates,QQ1,2024,4/25/2024 0:00,"{'neg': 0.028, 'neu': 0.71, 'pos': 0.262, 'compound': 1.0}",1
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,QQ1,2024,2/29/2024 13:54,"{'neg': 0.026, 'neu': 0.723, 'pos': 0.25, 'compound': 1.0}",1
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.037, 'neu': 0.797, 'pos': 0.166, 'compound': 1.0}",1
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,QQ1,2024,5/2/2024 0:00,"{'neg': 0.026, 'neu': 0.785, 'pos': 0.189, 'compound': 1.0}",1
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2/28/2024 20:02,"{'neg': 0.035, 'neu': 0.723, 'pos': 0.242, 'compound': 1.0}",1
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,4/30/2024 0:00,"{'neg': 0.024, 'neu': 0.751, 'pos': 0.225, 'compound': 1.0}",1
HUM,Humana,Health Care,Managed Health Care,QQ1,2024,4/24/2024 0:00,"{'neg': 0.028, 'neu': 0.746, 'pos': 0.227, 'compound': 1.0}",1
HBAN,Huntington Bancshares,Financials,Regional Banks,QQ1,2024,4/19/2024 13:50,"{'neg': 0.032, 'neu': 0.717, 'pos': 0.251, 'compound': 1.0}",1
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,QQ1,2024,5/2/2024 0:00,"{'neg': 0.036, 'neu': 0.773, 'pos': 0.192, 'compound': 0.9999}",1
IBM,IBM,Information Technology,IT Consulting & Other Services,QQ1,2024,4/24/2024 0:00,"{'neg': 0.019, 'neu': 0.749, 'pos': 0.232, 'compound': 1.0}",1
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,4/24/2024 0:00,"{'neg': 0.025, 'neu': 0.757, 'pos': 0.218, 'compound': 1.0}",1
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,QQ1,2024,5/1/2024 0:00,"{'neg': 0.032, 'neu': 0.682, 'pos': 0.286, 'compound': 1.0}",1
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,4/30/2024 0:00,"{'neg': 0.022, 'neu': 0.725, 'pos': 0.253, 'compound': 1.0}",1
ILMN,Illumina,Health Care,Life Sciences Tools & Services,QQ1,2024,5/2/2024 0:00,"{'neg': 0.019, 'neu': 0.755, 'pos': 0.225, 'compound': 1.0}",1
INCY,Incyte,Health Care,Biotechnology,QQ1,2024,4/30/2024 0:00,"{'neg': 0.036, 'neu': 0.778, 'pos': 0.185, 'compound': 1.0}",1
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,5/3/2024 0:00,"{'neg': 0.017, 'neu': 0.75, 'pos': 0.233, 'compound': 1.0}",1
PODD,Insulet,Health Care,Health Care Equipment,QQ1,2024,5/9/2024 0:00,"{'neg': 0.021, 'neu': 0.737, 'pos': 0.241, 'compound': 1.0}",1
INTC,Intel,Information Technology,Semiconductors,QQ1,2024,4/25/2024 0:00,"{'neg': 0.031, 'neu': 0.728, 'pos': 0.241, 'compound': 1.0}",1
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,QQ1,2024,5/2/2024 0:00,"{'neg': 0.032, 'neu': 0.742, 'pos': 0.226, 'compound': 1.0}",1
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,QQ1,2024,5/7/2024 0:00,"{'neg': 0.018, 'neu': 0.703, 'pos': 0.279, 'compound': 1.0}",1
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,QQ1,2024,4/25/2024 0:00,"{'neg': 0.032, 'neu': 0.739, 'pos': 0.229, 'compound': 1.0}",1
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,QQ1,2024,4/24/2024 0:00,"{'neg': 0.02, 'neu': 0.744, 'pos': 0.236, 'compound': 1.0}",1
INTU,Intuit,Information Technology,Application Software,QQ1,2024,11/28/2023 21:32,"{'neg': 0.017, 'neu': 0.717, 'pos': 0.265, 'compound': 1.0}",1
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,QQ1,2024,4/18/2024 19:22,"{'neg': 0.036, 'neu': 0.725, 'pos': 0.24, 'compound': 1.0}",1
IVZ,Invesco,Financials,Asset Management & Custody Banks,QQ1,2024,4/23/2024 12:01,"{'neg': 0.035, 'neu': 0.715, 'pos': 0.25, 'compound': 1.0}",1
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,QQ1,2024,5/1/2024 0:00,"{'neg': 0.028, 'neu': 0.757, 'pos': 0.216, 'compound': 1.0}",1
IQV,IQVIA,Health Care,Life Sciences Tools & Services,QQ1,2024,5/2/2024 0:00,"{'neg': 0.027, 'neu': 0.758, 'pos': 0.215, 'compound': 1.0}",1
IRM,Iron Mountain,Real Estate,Other Specialized REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.012, 'neu': 0.728, 'pos': 0.261, 'compound': 1.0}",1
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,QQ1,2024,4/16/2024 23:55,"{'neg': 0.047, 'neu': 0.687, 'pos': 0.265, 'compound': 1.0}",1
JBL,Jabil,Information Technology,Electronic Manufacturing Services,QQ1,2024,12/14/2023 12:09,"{'neg': 0.032, 'neu': 0.751, 'pos': 0.218, 'compound': 1.0}",1
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,QQ1,2024,11/8/2023 12:58,"{'neg': 0.024, 'neu': 0.708, 'pos': 0.268, 'compound': 1.0}",1
J,Jacobs Solutions,Industrials,Construction & Engineering,QQ1,2024,2/6/2024 16:37,"{'neg': 0.015, 'neu': 0.724, 'pos': 0.261, 'compound': 1.0}",1
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,QQ1,2024,4/16/2024 12:19,"{'neg': 0.031, 'neu': 0.699, 'pos': 0.27, 'compound': 1.0}",1
JCI,Johnson Controls,Industrials,Building Products,QQ1,2024,1/30/2024 11:32,"{'neg': 0.032, 'neu': 0.706, 'pos': 0.261, 'compound': 1.0}",1
JPM,JPMorgan Chase,Financials,Diversified Banks,QQ1,2024,4/12/2024 0:00,"{'neg': 0.051, 'neu': 0.74, 'pos': 0.209, 'compound': 1.0}",1
K,Kellanova,Consumer Staples,Packaged Foods & Meats,QQ1,2024,5/2/2024 14:11,"{'neg': 0.037, 'neu': 0.695, 'pos': 0.268, 'compound': 1.0}",1
KVUE,Kenvue,Consumer Staples,Personal Care Products,QQ1,2024,5/7/2024 13:22,"{'neg': 0.024, 'neu': 0.7, 'pos': 0.276, 'compound': 1.0}",1
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,QQ1,2024,4/25/2024 0:00,"{'neg': 0.015, 'neu': 0.71, 'pos': 0.275, 'compound': 1.0}",1
KEY,KeyCorp,Financials,Regional Banks,QQ1,2024,4/18/2024 12:14,"{'neg': 0.05, 'neu': 0.715, 'pos': 0.234, 'compound': 1.0}",1
KEYS,Keysight,Information Technology,Electronic Equipment & Instruments,QQ1,2024,2/20/2024 20:34,"{'neg': 0.029, 'neu': 0.754, 'pos': 0.217, 'compound': 1.0}",1
KMB,Kimberly-Clark,Consumer Staples,Household Products,QQ1,2024,4/23/2024 10:43,"{'neg': 0.021, 'neu': 0.703, 'pos': 0.276, 'compound': 1.0}",1
KIM,Kimco Realty,Real Estate,Retail REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.029, 'neu': 0.752, 'pos': 0.22, 'compound': 1.0}",1
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,QQ1,2024,4/17/2024 19:08,"{'neg': 0.034, 'neu': 0.712, 'pos': 0.254, 'compound': 1.0}",1
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,QQ1,2024,10/25/2023 0:00,"{'neg': 0.032, 'neu': 0.773, 'pos': 0.195, 'compound': 1.0}",1
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,QQ1,2024,5/1/2024 0:00,"{'neg': 0.024, 'neu': 0.744, 'pos': 0.232, 'compound': 1.0}",1
KR,Kroger,Consumer Staples,Food Retail,QQ1,2024,6/15/2023 0:00,"{'neg': 0.033, 'neu': 0.685, 'pos': 0.282, 'compound': 1.0}",1
LHX,L3Harris,Industrials,Aerospace & Defense,QQ1,2024,4/26/2024 0:00,"{'neg': 0.03, 'neu': 0.734, 'pos': 0.236, 'compound': 1.0}",1
LH,LabCorp,Health Care,Health Care Services,QQ1,2024,4/25/2024 0:00,"{'neg': 0.025, 'neu': 0.755, 'pos': 0.219, 'compound': 1.0}",1
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,QQ1,2024,10/18/2023 21:56,"{'neg': 0.032, 'neu': 0.752, 'pos': 0.215, 'compound': 1.0}",1
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,QQ1,2024,10/5/2023 12:53,"{'neg': 0.043, 'neu': 0.732, 'pos': 0.225, 'compound': 1.0}",1
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,QQ1,2024,4/17/2024 20:43,"{'neg': 0.035, 'neu': 0.707, 'pos': 0.258, 'compound': 1.0}",1
LDOS,Leidos,Industrials,Diversified Support Services,QQ1,2024,4/30/2024 0:00,"{'neg': 0.031, 'neu': 0.685, 'pos': 0.284, 'compound': 1.0}",1
LEN,Lennar,Consumer Discretionary,Homebuilding,QQ1,2024,3/14/2024 13:48,"{'neg': 0.032, 'neu': 0.738, 'pos': 0.231, 'compound': 1.0}",1
LIN,Linde plc,Materials,Industrial Gases,QQ1,2024,5/2/2024 0:00,"{'neg': 0.028, 'neu': 0.763, 'pos': 0.209, 'compound': 1.0}",1
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.021, 'neu': 0.766, 'pos': 0.212, 'compound': 0.9999}",1
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,QQ1,2024,4/23/2024 10:54,"{'neg': 0.044, 'neu': 0.756, 'pos': 0.2, 'compound': 1.0}",1
LMT,Lockheed Martin,Industrials,Aerospace & Defense,QQ1,2024,4/23/2024 14:23,"{'neg': 0.055, 'neu': 0.728, 'pos': 0.217, 'compound': 1.0}",1
L,Loews Corporation,Financials,Multi-line Insurance,QQ1,2024,5/5/2024 0:00,"{'neg': 0.036, 'neu': 0.735, 'pos': 0.23, 'compound': 0.9998}",1
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,QQ1,2024,5/23/2023 0:00,"{'neg': 0.036, 'neu': 0.743, 'pos': 0.222, 'compound': 1.0}",1
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,6/5/2024 19:58,"{'neg': 0.022, 'neu': 0.719, 'pos': 0.259, 'compound': 1.0}",1
LYB,LyondellBasell,Materials,Specialty Chemicals,QQ1,2024,4/26/2024 0:00,"{'neg': 0.033, 'neu': 0.729, 'pos': 0.238, 'compound': 1.0}",1
MTB,M&T Bank,Financials,Regional Banks,QQ1,2024,4/15/2024 11:59,"{'neg': 0.052, 'neu': 0.716, 'pos': 0.233, 'compound': 1.0}",1
MRO,Marathon Oil,Energy,Oil & Gas Exploration & Production,QQ1,2024,5/2/2024 0:00,"{'neg': 0.021, 'neu': 0.707, 'pos': 0.272, 'compound': 1.0}",1
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,QQ1,2024,4/30/2024 0:00,"{'neg': 0.029, 'neu': 0.762, 'pos': 0.209, 'compound': 1.0}",1
MKTX,MarketAxess,Financials,Financial Exchanges & Data,QQ1,2024,5/7/2024 0:00,"{'neg': 0.031, 'neu': 0.732, 'pos': 0.237, 'compound': 1.0}",1
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,5/1/2024 0:00,"{'neg': 0.027, 'neu': 0.728, 'pos': 0.245, 'compound': 1.0}",1
MMC,Marsh McLennan,Financials,Insurance Brokers,QQ1,2024,4/18/2024 11:50,"{'neg': 0.041, 'neu': 0.674, 'pos': 0.285, 'compound': 1.0}",1
MLM,Martin Marietta Materials,Materials,Construction Materials,QQ1,2024,4/30/2024 0:00,"{'neg': 0.023, 'neu': 0.762, 'pos': 0.215, 'compound': 1.0}",1
MAS,Masco,Industrials,Building Products,QQ1,2024,4/24/2024 0:00,"{'neg': 0.032, 'neu': 0.76, 'pos': 0.207, 'compound': 1.0}",1
MA,Mastercard,Financials,Transaction & Payment Processing Services,QQ1,2024,5/1/2024 0:00,"{'neg': 0.024, 'neu': 0.706, 'pos': 0.27, 'compound': 1.0}",1
MTCH,Match Group,Communication Services,Interactive Media & Services,QQ1,2024,5/8/2024 0:00,"{'neg': 0.028, 'neu': 0.727, 'pos': 0.245, 'compound': 1.0}",1
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,QQ1,2024,3/26/2024 13:30,"{'neg': 0.022, 'neu': 0.702, 'pos': 0.276, 'compound': 1.0}",1
MCD,McDonald's,Consumer Discretionary,Restaurants,QQ1,2024,4/30/2024 0:00,"{'neg': 0.017, 'neu': 0.697, 'pos': 0.286, 'compound': 1.0}",1
MCK,McKesson Corporation,Health Care,Health Care Distributors,QQ1,2024,8/2/2023 21:17,"{'neg': 0.024, 'neu': 0.685, 'pos': 0.291, 'compound': 1.0}",1
MDT,Medtronic,Health Care,Health Care Equipment,QQ1,2024,8/22/2023 12:40,"{'neg': 0.024, 'neu': 0.716, 'pos': 0.26, 'compound': 1.0}",1
MRK,Merck & Co.,Health Care,Pharmaceuticals,QQ1,2024,4/25/2024 0:00,"{'neg': 0.059, 'neu': 0.716, 'pos': 0.226, 'compound': 1.0}",1
META,Meta Platforms,Communication Services,Interactive Media & Services,QQ1,2024,4/24/2024 0:00,"{'neg': 0.011, 'neu': 0.744, 'pos': 0.245, 'compound': 1.0}",1
MET,MetLife,Financials,Life & Health Insurance,QQ1,2024,5/2/2024 0:00,"{'neg': 0.028, 'neu': 0.735, 'pos': 0.237, 'compound': 1.0}",1
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,QQ1,2024,5/10/2024 0:00,"{'neg': 0.035, 'neu': 0.679, 'pos': 0.287, 'compound': 1.0}",1
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,QQ1,2024,5/1/2024 0:00,"{'neg': 0.017, 'neu': 0.76, 'pos': 0.223, 'compound': 1.0}",1
MCHP,Microchip Technology,Information Technology,Semiconductors,QQ1,2024,8/3/2023 20:19,"{'neg': 0.057, 'neu': 0.759, 'pos': 0.185, 'compound': 1.0}",1
MU,Micron Technology,Information Technology,Semiconductors,QQ1,2024,12/20/2023 19:36,"{'neg': 0.039, 'neu': 0.722, 'pos': 0.239, 'compound': 1.0}",1
MSFT,Microsoft,Information Technology,Systems Software,QQ1,2024,10/24/2023 22:14,"{'neg': 0.028, 'neu': 0.738, 'pos': 0.234, 'compound': 1.0}",1
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.035, 'neu': 0.769, 'pos': 0.196, 'compound': 1.0}",1
MRNA,Moderna,Health Care,Biotechnology,QQ1,2024,5/2/2024 0:00,"{'neg': 0.039, 'neu': 0.764, 'pos': 0.197, 'compound': 1.0}",1
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,QQ1,2024,4/26/2024 0:00,"{'neg': 0.048, 'neu': 0.745, 'pos': 0.207, 'compound': 1.0}",1
MOH,Molina Healthcare,Health Care,Managed Health Care,QQ1,2024,4/25/2024 0:00,"{'neg': 0.03, 'neu': 0.767, 'pos': 0.203, 'compound': 1.0}",1
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,QQ1,2024,4/30/2024 0:00,"{'neg': 0.026, 'neu': 0.757, 'pos': 0.217, 'compound': 1.0}",1
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,QQ1,2024,4/30/2024 0:00,"{'neg': 0.036, 'neu': 0.691, 'pos': 0.273, 'compound': 1.0}",1
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,QQ1,2024,5/1/2024 0:00,"{'neg': 0.027, 'neu': 0.746, 'pos': 0.227, 'compound': 1.0}",1
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,QQ1,2024,5/2/2024 0:00,"{'neg': 0.026, 'neu': 0.755, 'pos': 0.218, 'compound': 1.0}",1
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,QQ1,2024,5/2/2024 0:00,"{'neg': 0.046, 'neu': 0.73, 'pos': 0.224, 'compound': 1.0}",1
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,QQ1,2024,4/16/2024 12:37,"{'neg': 0.014, 'neu': 0.719, 'pos': 0.267, 'compound': 1.0}",1
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,QQ1,2024,5/2/2024 0:00,"{'neg': 0.036, 'neu': 0.749, 'pos': 0.215, 'compound': 1.0}",1
MSI,Motorola Solutions,Information Technology,Communications Equipment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.028, 'neu': 0.763, 'pos': 0.208, 'compound': 1.0}",1
MSCI,MSCI,Financials,Financial Exchanges & Data,QQ1,2024,4/23/2024 13:56,"{'neg': 0.032, 'neu': 0.714, 'pos': 0.254, 'compound': 1.0}",1
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,QQ1,2024,4/25/2024 0:00,"{'neg': 0.021, 'neu': 0.718, 'pos': 0.261, 'compound': 1.0}",1
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,8/23/2023 20:54,"{'neg': 0.026, 'neu': 0.719, 'pos': 0.255, 'compound': 1.0}",1
NFLX,Netflix,Communication Services,Movies & Entertainment,QQ1,2024,4/18/2024 19:39,"{'neg': 0.024, 'neu': 0.672, 'pos': 0.305, 'compound': 1.0}",1
NEM,Newmont,Materials,Gold,QQ1,2024,4/25/2024 0:00,"{'neg': 0.036, 'neu': 0.755, 'pos': 0.209, 'compound': 1.0}",1
NWSA,News Corp (Class A),Communication Services,Publishing,QQ1,2024,11/9/2023 22:56,"{'neg': 0.028, 'neu': 0.724, 'pos': 0.248, 'compound': 1.0}",1
NEE,NextEra Energy,Utilities,Multi-Utilities,QQ1,2024,4/23/2024 12:18,"{'neg': 0.027, 'neu': 0.726, 'pos': 0.247, 'compound': 1.0}",1
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,9/28/2023 21:13,"{'neg': 0.022, 'neu': 0.706, 'pos': 0.272, 'compound': 1.0}",1
NI,NiSource,Utilities,Multi-Utilities,QQ1,2024,5/8/2024 0:00,"{'neg': 0.027, 'neu': 0.762, 'pos': 0.211, 'compound': 1.0}",1
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2/22/2024 14:05,"{'neg': 0.029, 'neu': 0.741, 'pos': 0.229, 'compound': 1.0}",1
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,QQ1,2024,4/24/2024 0:00,"{'neg': 0.036, 'neu': 0.731, 'pos': 0.233, 'compound': 1.0}",1
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,QQ1,2024,4/16/2024 12:22,"{'neg': 0.024, 'neu': 0.724, 'pos': 0.253, 'compound': 1.0}",1
NOC,Northrop Grumman,Industrials,Aerospace & Defense,QQ1,2024,4/25/2024 0:00,"{'neg': 0.034, 'neu': 0.727, 'pos': 0.239, 'compound': 1.0}",1
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,5/1/2024 0:00,"{'neg': 0.026, 'neu': 0.734, 'pos': 0.24, 'compound': 1.0}",1
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,QQ1,2024,5/7/2024 0:00,"{'neg': 0.03, 'neu': 0.73, 'pos': 0.24, 'compound': 1.0}",1
NUE,Nucor,Materials,Steel,QQ1,2024,4/23/2024 13:44,"{'neg': 0.029, 'neu': 0.78, 'pos': 0.191, 'compound': 1.0}",1
