ticker,company,sector,sub-sector,quarter,year,date,sentiment scores,compiled sentiment
AAL,American Airlines Group,Industrials,Passenger Airlines,QQ1,2024,4/25/2024 0:00,"{'neg': 0.029, 'neu': 0.726, 'pos': 0.245, 'compound': 1.0}",1
AEP,American Electric Power,Utilities,Electric Utilities,QQ1,2024,4/30/2024 0:00,"{'neg': 0.019, 'neu': 0.754, 'pos': 0.227, 'compound': 1.0}",1
AXP,American Express,Financials,Consumer Finance,QQ1,2024,4/19/2024 11:58,"{'neg': 0.017, 'neu': 0.723, 'pos': 0.26, 'compound': 1.0}",1
AIG,American International Group,Financials,Multi-line Insurance,QQ1,2024,5/2/2024 0:00,"{'neg': 0.074, 'neu': 0.728, 'pos': 0.198, 'compound': 1.0}",1
AMT,American Tower,Real Estate,Telecom Tower REITs,QQ1,2024,4/30/2024 0:00,"{'neg': 0.024, 'neu': 0.754, 'pos': 0.221, 'compound': 1.0}",1
AWK,American Water Works,Utilities,Water Utilities,QQ1,2024,5/2/2024 0:00,"{'neg': 0.023, 'neu': 0.754, 'pos': 0.223, 'compound': 1.0}",1
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,QQ1,2024,4/23/2024 13:11,"{'neg': 0.013, 'neu': 0.687, 'pos': 0.299, 'compound': 1.0}",1
AME,Ametek,Industrials,Electrical Components & Equipment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.022, 'neu': 0.705, 'pos': 0.273, 'compound': 1.0}",1
AMGN,Amgen,Health Care,Biotechnology,QQ1,2024,5/2/2024 0:00,"{'neg': 0.041, 'neu': 0.737, 'pos': 0.223, 'compound': 1.0}",1
APH,Amphenol,Information Technology,Electronic Components,QQ1,2024,4/24/2024 0:00,"{'neg': 0.022, 'neu': 0.72, 'pos': 0.259, 'compound': 1.0}",1
ADI,Analog Devices,Information Technology,Semiconductors,QQ1,2024,2/21/2024 13:54,"{'neg': 0.047, 'neu': 0.712, 'pos': 0.242, 'compound': 1.0}",1
AON,Aon,Financials,Insurance Brokers,QQ1,2024,4/26/2024 0:00,"{'neg': 0.034, 'neu': 0.687, 'pos': 0.279, 'compound': 1.0}",1
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,QQ1,2024,5/2/2024 0:00,"{'neg': 0.04, 'neu': 0.757, 'pos': 0.202, 'compound': 1.0}",1
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2/1/2024 20:17,"{'neg': 0.025, 'neu': 0.741, 'pos': 0.234, 'compound': 1.0}",1
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,QQ1,2024,2/15/2024 19:55,"{'neg': 0.018, 'neu': 0.715, 'pos': 0.266, 'compound': 1.0}",1
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.023, 'neu': 0.757, 'pos': 0.22, 'compound': 1.0}",1
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,QQ1,2024,4/30/2024 17:45,"{'neg': 0.057, 'neu': 0.722, 'pos': 0.221, 'compound': 1.0}",1
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,QQ1,2024,4/30/2024 13:49,"{'neg': 0.047, 'neu': 0.729, 'pos': 0.224, 'compound': 1.0}",1
ANET,Arista Networks,Information Technology,Communications Equipment,QQ1,2024,5/7/2024 0:00,"{'neg': 0.019, 'neu': 0.8, 'pos': 0.182, 'compound': 1.0}",1
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,QQ1,2024,4/25/2024 0:00,"{'neg': 0.036, 'neu': 0.738, 'pos': 0.226, 'compound': 1.0}",1
AIZ,Assurant,Financials,Multi-line Insurance,QQ1,2024,5/8/2024 11:36,"{'neg': 0.037, 'neu': 0.732, 'pos': 0.23, 'compound': 1.0}",1
T,AT&T,Communication Services,Integrated Telecommunication Services,QQ1,2024,4/24/2024 12:40,"{'neg': 0.027, 'neu': 0.738, 'pos': 0.235, 'compound': 1.0}",1
ATO,Atmos Energy,Utilities,Gas Utilities,QQ1,2024,2/7/2024 11:29,"{'neg': 0.029, 'neu': 0.743, 'pos': 0.227, 'compound': 0.9999}",1
ADSK,Autodesk,Information Technology,Application Software,QQ1,2024,5/25/2023 20:04,"{'neg': 0.018, 'neu': 0.735, 'pos': 0.247, 'compound': 1.0}",1
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,QQ1,2024,10/25/2023 12:48,"{'neg': 0.021, 'neu': 0.729, 'pos': 0.25, 'compound': 1.0}",1
AZO,AutoZone,Consumer Discretionary,Automotive Retail,QQ1,2024,12/5/2023 12:41,"{'neg': 0.048, 'neu': 0.715, 'pos': 0.237, 'compound': 1.0}",1
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,QQ1,2024,4/26/2024 0:00,"{'neg': 0.041, 'neu': 0.738, 'pos': 0.22, 'compound': 1.0}",1
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,QQ1,2024,4/24/2024 0:00,"{'neg': 0.023, 'neu': 0.75, 'pos': 0.227, 'compound': 1.0}",1
AXON,Axon Enterprise,Industrials,Aerospace & Defense,QQ1,2024,5/6/2024 0:00,"{'neg': 0.037, 'neu': 0.699, 'pos': 0.263, 'compound': 1.0}",1
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,QQ1,2024,4/24/2024 0:00,"{'neg': 0.016, 'neu': 0.735, 'pos': 0.249, 'compound': 1.0}",1
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",QQ1,2024,4/26/2024 0:00,"{'neg': 0.028, 'neu': 0.728, 'pos': 0.243, 'compound': 1.0}",1
BAC,Bank of America,Financials,Diversified Banks,QQ1,2024,4/16/2024 12:40,"{'neg': 0.028, 'neu': 0.722, 'pos': 0.25, 'compound': 1.0}",1
BK,Bank of New York Mellon,Financials,Asset Management & Custody Banks,QQ1,2024,4/16/2024 15:37,"{'neg': 0.019, 'neu': 0.725, 'pos': 0.256, 'compound': 1.0}",1
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,QQ1,2024,5/18/2023 0:00,"{'neg': 0.02, 'neu': 0.715, 'pos': 0.265, 'compound': 1.0}",1
BAX,Baxter International,Health Care,Health Care Equipment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.023, 'neu': 0.732, 'pos': 0.245, 'compound': 1.0}",1
BDX,Becton Dickinson,Health Care,Health Care Equipment,QQ1,2024,2/1/2024 11:41,"{'neg': 0.013, 'neu': 0.686, 'pos': 0.301, 'compound': 1.0}",1
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,QQ1,2024,5/25/2023 11:34,"{'neg': 0.03, 'neu': 0.726, 'pos': 0.243, 'compound': 1.0}",1
