ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q3,2022,2022-10-25 14:38:05,0.03,0.724,0.245,1.0
AOS,A. O. Smith,Industrials,Building Products,Q3,2022,2022-10-27 13:53:05,0.034,0.769,0.197,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q3,2022,2022-10-19 00:00:00,0.018,0.756,0.226,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q3,2022,2022-10-28 12:23:04,0.037,0.743,0.22,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q3,2022,2022-06-23 12:12:08,0.027,0.722,0.251,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q3,2022,2022-09-15 14:51:04,0.01,0.701,0.289,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q3,2022,2022-11-01 22:21:06,0.042,0.734,0.224,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q3,2022,2022-11-04 15:40:30,0.017,0.766,0.217,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q3,2022,2022-11-01 11:53:04,0.056,0.741,0.203,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q3,2022,2022-08-16 21:31:04,0.02,0.695,0.284,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q3,2022,2022-08-04 13:08:13,0.03,0.701,0.269,1.0
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2022,2022-11-01 20:29:08,0.032,0.7,0.268,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q3,2022,2022-11-08 20:34:04,0.034,0.764,0.202,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q3,2022,2022-11-03 15:29:09,0.024,0.77,0.206,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q3,2022,2022-10-25 19:35:33,0.033,0.708,0.259,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q3,2022,2022-10-26 21:28:13,0.032,0.766,0.202,1.0
ALLE,Allegion,Industrials,Building Products,Q3,2022,2022-10-27 09:45:30,0.031,0.668,0.301,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q3,2022,2022-11-08 13:42:06,0.019,0.735,0.247,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q3,2022,2022-11-03 12:54:04,0.072,0.766,0.163,0.9999
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,Q3,2022,2022-10-25 00:00:00,0.019,0.732,0.249,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q3,2022,2022-10-25 19:51:05,0.019,0.719,0.262,1.0
MO,Altria,Consumer Staples,Tobacco,Q3,2022,2022-10-27 13:06:04,0.028,0.748,0.224,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q3,2022,2022-10-27 19:55:04,0.036,0.731,0.233,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q3,2022,2022-05-03 19:23:06,0.028,0.737,0.235,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q3,2022,2022-11-04 14:48:04,0.015,0.73,0.255,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q3,2022,2022-10-20 14:26:04,0.03,0.746,0.224,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q3,2022,2022-10-27 13:29:06,0.022,0.747,0.231,1.0
AXP,American Express,Financials,Consumer Finance,Q3,2022,2022-10-21 10:06:02,0.021,0.749,0.23,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q3,2022,2022-11-02 00:00:00,0.07,0.747,0.183,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q3,2022,2022-10-27 12:02:09,0.031,0.745,0.224,1.0
AWK,American Water Works,Utilities,Water Utilities,Q3,2022,2022-11-01 12:53:04,0.016,0.757,0.227,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q3,2022,2022-10-26 15:00:33,0.039,0.704,0.257,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q3,2022,2022-11-01 13:50:05,0.024,0.694,0.282,1.0
AMGN,Amgen,Health Care,Biotechnology,Q3,2022,2022-11-03 21:12:06,0.04,0.764,0.196,1.0
APH,Amphenol,Information Technology,Electronic Components,Q3,2022,2022-10-26 18:50:05,0.035,0.706,0.259,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q3,2022,2022-08-17 13:29:03,0.045,0.717,0.238,1.0
ANSS,Ansys,Information Technology,Application Software,Q3,2022,2022-11-03 14:22:07,0.015,0.742,0.243,1.0
AON,Aon,Financials,Insurance Brokers,Q3,2022,2022-10-28 14:02:05,0.04,0.675,0.286,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q3,2022,2022-11-03 13:25:15,0.034,0.766,0.2,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q3,2022,2022-07-28 21:11:05,0.06,0.736,0.204,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q3,2022,2022-08-18 21:49:12,0.04,0.725,0.235,1.0
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,Q3,2022,2022-11-03 14:23:14,0.025,0.733,0.242,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q3,2022,2022-10-27 17:42:57,0.06,0.725,0.215,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q3,2022,2022-10-25 12:41:06,0.053,0.701,0.246,1.0
ANET,Arista Networks,Information Technology,Communications Equipment,Q3,2022,2022-10-31 21:25:27,0.039,0.72,0.241,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q3,2022,2022-10-27 21:57:10,0.046,0.744,0.211,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q3,2022,2022-11-02 12:43:08,0.055,0.717,0.228,1.0
T,AT&T,Communication Services,Integrated Telecommunication Services,Q3,2022,2022-10-20 12:22:03,0.017,0.742,0.24,1.0
ATO,Atmos Energy,Utilities,Gas Utilities,Q3,2022,2022-08-04 14:28:08,0.02,0.73,0.25,0.9999
ADSK,Autodesk,Information Technology,Application Software,Q3,2022,2021-11-23 20:58:06,0.031,0.724,0.244,1.0
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,Q3,2022,2022-04-27 17:26:00,0.027,0.688,0.285,1.0
AZO,AutoZone,Consumer Discretionary,Automotive Retail,Q3,2022,2022-05-24 14:55:22,0.054,0.721,0.226,1.0
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,Q3,2022,2022-11-04 14:53:05,0.045,0.743,0.212,1.0
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,Q3,2022,2022-10-26 15:46:04,0.024,0.719,0.257,1.0
AXON,Axon Enterprise,Industrials,Aerospace & Defense,Q3,2022,2022-11-08 21:09:09,0.028,0.692,0.28,1.0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,Q3,2022,2022-10-19 12:24:06,0.033,0.725,0.243,1.0
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",Q3,2022,2022-11-03 16:20:05,0.027,0.722,0.251,1.0
BAC,Bank of America,Financials,Diversified Banks,Q3,2022,2022-10-17 14:59:05,0.037,0.754,0.21,1.0
BK,Bank of New York Mellon,Financials,Asset Management & Custody Banks,Q3,2022,2022-10-17 12:14:04,0.03,0.731,0.24,1.0
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,Q3,2022,2021-11-18 00:00:00,0.031,0.729,0.239,1.0
BAX,Baxter International,Health Care,Health Care Equipment,Q3,2022,2022-10-27 13:21:03,0.032,0.726,0.241,1.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,Q3,2022,2022-08-04 11:40:04,0.027,0.71,0.263,1.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,Q3,2022,2021-11-23 12:35:10,0.031,0.722,0.248,1.0
BIO,Bio-Rad,Health Care,Life Sciences Tools & Services,Q3,2022,2022-10-27 22:23:03,0.038,0.753,0.209,1.0
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,Q3,2022,2022-05-04 12:18:08,0.025,0.746,0.229,1.0
BIIB,Biogen,Health Care,Biotechnology,Q3,2022,2022-10-25 09:57:03,0.023,0.764,0.213,1.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,Q3,2022,2022-10-13 12:23:09,0.032,0.756,0.212,1.0
BX,Blackstone,Financials,Asset Management & Custody Banks,Q3,2022,2022-10-20 13:33:10,0.036,0.696,0.267,1.0
BA,Boeing,Industrials,Aerospace & Defense,Q3,2022,2022-10-26 13:50:31,0.045,0.723,0.233,1.0
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2022,2022-11-02 20:33:02,0.04,0.746,0.214,1.0
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,Q3,2022,2022-10-27 12:13:05,0.019,0.768,0.213,1.0
BXP,Boston Properties,Real Estate,Office REITs,Q3,2022,2022-10-26 17:20:28,0.036,0.773,0.192,1.0
BSX,Boston Scientific,Health Care,Health Care Equipment,Q3,2022,2022-10-26 09:39:11,0.028,0.726,0.247,1.0
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,Q3,2022,2022-10-26 13:02:09,0.026,0.757,0.217,1.0
AVGO,Broadcom Inc.,Information Technology,Semiconductors,Q3,2022,2022-09-01 21:04:09,0.037,0.788,0.175,0.9999
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,Q3,2022,2022-05-03 15:22:05,0.016,0.711,0.274,1.0
BRO,Brown & Brown,Financials,Insurance Brokers,Q3,2022,2022-10-25 12:50:37,0.048,0.734,0.218,1.0
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,Q3,2022,2022-03-03 16:34:04,0.039,0.729,0.233,1.0
BLDR,Builders FirstSource,Industrials,Building Products,Q3,2022,2022-11-08 12:18:03,0.03,0.729,0.241,1.0
BG,Bunge Global SA,Consumer Staples,Agricultural Products & Services,Q3,2022,2022-10-26 11:54:02,0.06,0.723,0.217,1.0
CDNS,Cadence Design Systems,Information Technology,Application Software,Q3,2022,2022-10-24 20:09:08,0.026,0.706,0.268,1.0
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,Q3,2022,2022-11-01 19:59:02,0.024,0.772,0.204,1.0
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,Q3,2022,2022-10-28 17:53:05,0.046,0.755,0.2,1.0
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,Q3,2022,2022-06-08 11:50:04,0.045,0.739,0.216,1.0
COF,Capital One,Financials,Consumer Finance,Q3,2022,2022-10-27 21:08:04,0.044,0.712,0.245,1.0
CAH,Cardinal Health,Health Care,Health Care Distributors,Q3,2022,2022-05-05 11:51:03,0.021,0.756,0.223,1.0
KMX,CarMax,Consumer Discretionary,Automotive Retail,Q3,2022,2021-12-22 12:47:07,0.037,0.713,0.25,1.0
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2022,2022-09-30 13:06:02,0.032,0.733,0.235,1.0
CARR,Carrier Global,Industrials,Building Products,Q3,2022,2022-10-27 11:18:04,0.033,0.726,0.241,1.0
CTLT,Catalent,Health Care,Pharmaceuticals,Q3,2022,2022-05-03 13:02:14,0.03,0.765,0.206,1.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,Q3,2022,2022-10-27 12:32:02,0.034,0.707,0.258,1.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,Q3,2022,2022-11-04 13:45:04,0.022,0.749,0.23,1.0
CBRE,CBRE Group,Real Estate,Real Estate Services,Q3,2022,2022-10-27 13:08:02,0.051,0.749,0.2,1.0
CDW,CDW,Information Technology,Technology Distributors,Q3,2022,2022-11-02 16:55:26,0.04,0.706,0.254,1.0
CE,Celanese,Materials,Specialty Chemicals,Q3,2022,2022-11-04 16:39:07,0.051,0.756,0.193,1.0
COR,Cencora,Health Care,Health Care Distributors,Q3,2022,2022-08-03 11:51:04,0.02,0.708,0.271,1.0
CNC,Centene Corporation,Health Care,Managed Health Care,Q3,2022,2022-10-25 12:10:06,0.032,0.717,0.25,1.0
CNP,CenterPoint Energy,Utilities,Multi-Utilities,Q3,2022,2022-11-01 14:02:06,0.024,0.732,0.244,1.0
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,Q3,2022,2022-11-03 14:58:02,0.05,0.755,0.195,1.0
CHRW,CH Robinson,Industrials,Air Freight & Logistics,Q3,2022,2022-11-02 15:47:02,0.031,0.756,0.213,1.0
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Q3,2022,2022-11-02 16:38:09,0.025,0.722,0.253,1.0
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,Q3,2022,2022-10-27 20:00:00,0.038,0.729,0.233,1.0
CHTR,Charter Communications,Communication Services,Cable & Satellite,Q3,2022,2022-10-28 10:55:29,0.039,0.755,0.206,1.0
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,Q3,2022,2022-10-28 14:43:15,0.038,0.755,0.207,1.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,Q3,2022,2022-10-25 20:04:08,0.025,0.737,0.238,1.0
CB,Chubb Limited,Financials,Property & Casualty Insurance,Q3,2022,2022-10-26 10:35:04,0.064,0.733,0.203,1.0
CHD,Church & Dwight,Consumer Staples,Household Products,Q3,2022,2022-10-28 15:25:04,0.045,0.729,0.225,1.0
CI,Cigna,Health Care,Health Care Services,Q3,2022,2022-11-03 12:04:04,0.015,0.719,0.266,1.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,Q3,2022,2022-11-01 16:30:38,0.079,0.717,0.203,0.9999
CTAS,Cintas,Industrials,Diversified Support Services,Q3,2022,2022-03-23 13:31:05,0.022,0.714,0.264,1.0
CSCO,Cisco,Information Technology,Communications Equipment,Q3,2022,2022-05-18 21:16:07,0.051,0.749,0.2,1.0
C,Citigroup,Financials,Diversified Banks,Q3,2022,2022-10-14 16:34:07,0.037,0.737,0.226,1.0
CFG,Citizens Financial Group,Financials,Regional Banks,Q3,2022,2022-10-19 13:05:27,0.032,0.721,0.247,1.0
CLX,Clorox,Consumer Staples,Household Products,Q3,2022,2022-05-02 20:24:04,0.042,0.697,0.26,1.0
CME,CME Group,Financials,Financial Exchanges & Data,Q3,2022,2022-10-26 13:20:27,0.026,0.74,0.234,1.0
CMS,CMS Energy,Utilities,Multi-Utilities,Q3,2022,2022-10-27 17:42:32,0.02,0.741,0.239,1.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Q3,2022,2022-10-25 12:16:02,0.025,0.715,0.26,1.0
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,Q3,2022,2022-11-02 21:48:06,0.04,0.749,0.211,1.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,Q3,2022,2022-10-28 12:04:14,0.023,0.713,0.263,1.0
CMCSA,Comcast,Communication Services,Cable & Satellite,Q3,2022,2022-10-27 13:14:05,0.028,0.718,0.254,1.0
CMA,Comerica,Financials,Diversified Banks,Q3,2022,2022-10-19 11:31:02,0.037,0.708,0.255,1.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,Q3,2022,2022-04-07 13:02:06,0.041,0.739,0.22,1.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Q3,2022,2022-11-03 16:14:08,0.024,0.749,0.227,1.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,Q3,2022,2022-01-06 17:23:03,0.021,0.719,0.26,1.0
CEG,Constellation Energy,Utilities,Electric Utilities,Q3,2022,2022-11-08 20:22:09,0.027,0.699,0.275,1.0
COO,CooperCompanies,Health Care,Health Care Supplies,Q3,2022,2022-08-31 21:39:04,0.038,0.664,0.298,1.0
CPRT,Copart,Industrials,Diversified Support Services,Q3,2022,2022-05-19 14:55:24,0.05,0.711,0.238,1.0
GLW,Corning Inc.,Information Technology,Electronic Components,Q3,2022,2022-10-25 12:21:03,0.035,0.753,0.212,1.0
CPAY,Corpay,Financials,Transaction & Payment Processing Services,Q3,2022,2022-11-02 00:00:00,0.04,0.728,0.232,1.0
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,Q3,2022,2022-11-04 12:52:03,0.018,0.768,0.214,1.0
CSGP,CoStar Group,Real Estate,Real Estate Services,Q3,2022,2022-10-25 21:08:05,0.038,0.752,0.209,1.0
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,Q3,2022,2022-05-26 18:29:05,0.037,0.738,0.226,1.0
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,Q3,2022,2022-11-04 14:25:03,0.038,0.704,0.258,1.0
CCI,Crown Castle,Real Estate,Telecom Tower REITs,Q3,2022,2022-10-20 14:26:13,0.025,0.756,0.22,1.0
CSX,CSX,Industrials,Rail Transportation,Q3,2022,2022-10-20 18:20:29,0.025,0.688,0.287,1.0
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,Q3,2022,2022-11-03 12:37:04,0.038,0.737,0.225,1.0
CVS,CVS Health,Health Care,Health Care Services,Q3,2022,2022-11-02 11:07:05,0.029,0.738,0.234,1.0
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,Q3,2022,2022-10-20 11:39:06,0.026,0.76,0.214,1.0
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,Q3,2022,2022-03-24 10:15:17,0.035,0.746,0.219,1.0
