ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q1,2019,2019-04-25 16:46:17,0.039,0.73,0.23,1.0
AOS,A. O. Smith,Industrials,Building Products,Q1,2019,2019-04-30 16:55:10,0.031,0.766,0.203,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q1,2019,2019-04-17 00:00:00,0.031,0.713,0.256,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q1,2019,2019-04-25 18:10:06,0.039,0.726,0.235,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q1,2019,2018-12-20 15:10:35,0.026,0.687,0.287,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q1,2019,2019-03-14 22:28:19,0.01,0.755,0.235,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q1,2019,2018-07-25 20:47:17,0.022,0.756,0.222,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q1,2019,2019-05-07 12:25:04,0.025,0.779,0.196,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q1,2019,2019-04-26 14:59:07,0.039,0.749,0.211,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q1,2019,2019-02-20 23:37:07,0.026,0.716,0.258,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q1,2019,2019-01-25 17:00:00,0.025,0.708,0.268,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q1,2019,2019-04-30 22:40:13,0.021,0.719,0.26,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q1,2019,2019-05-09 18:18:19,0.034,0.771,0.195,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q1,2019,2019-05-01 17:00:00,0.032,0.746,0.223,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q1,2019,2019-04-24 22:58:11,0.026,0.74,0.234,1.0
ALLE,Allegion,Industrials,Building Products,Q1,2019,2019-04-26 00:26:14,0.02,0.723,0.258,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q1,2019,2019-05-03 15:53:10,0.016,0.721,0.263,0.9999
ALL,Allstate,Financials,Property & Casualty Insurance,Q1,2019,2019-05-02 17:13:06,0.067,0.735,0.198,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q1,2019,2019-04-30 17:00:00,0.013,0.735,0.252,1.0
MO,Altria,Consumer Staples,Tobacco,Q1,2019,2019-04-25 15:58:07,0.022,0.762,0.216,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q1,2019,2019-04-25 23:05:06,0.016,0.748,0.237,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q1,2019,2019-05-09 15:47:08,0.019,0.75,0.232,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q1,2019,2019-04-26 19:12:20,0.031,0.733,0.236,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q1,2019,2019-04-25 12:30:06,0.027,0.756,0.217,1.0
AXP,American Express,Financials,Consumer Finance,Q1,2019,2019-04-18 20:15:20,0.047,0.753,0.2,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q1,2019,2019-05-07 17:00:00,0.059,0.747,0.194,1.0
