ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q4,2014,2015-01-27 12:39:05,0.021,0.704,0.276,1.0
AOS,A. O. Smith,Industrials,Building Products,Q4,2014,2015-01-27 16:27:13,0.026,0.783,0.191,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q4,2014,2015-01-29 17:00:00,0.032,0.707,0.261,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q4,2014,2015-01-30 15:43:10,0.027,0.755,0.218,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q4,2014,2014-09-24 15:17:03,0.022,0.73,0.248,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q4,2014,2014-12-11 00:00:00,0.007,0.759,0.234,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q4,2014,2014-04-23 21:30:05,0.028,0.761,0.211,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q4,2014,2015-02-26 14:30:14,0.033,0.801,0.166,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q4,2014,2015-02-04 14:03:01,0.052,0.717,0.231,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q4,2014,2014-11-18 09:08:04,0.038,0.756,0.206,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q4,2014,2014-10-30 13:40:21,0.024,0.742,0.234,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q4,2014,2015-02-10 22:28:06,0.022,0.734,0.244,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q4,2014,2015-01-29 16:10:17,0.041,0.772,0.186,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q4,2014,2015-02-03 18:45:05,0.02,0.728,0.252,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q4,2014,2015-01-29 21:40:17,0.024,0.775,0.201,1.0
ALLE,Allegion,Industrials,Building Products,Q4,2014,2015-02-18 12:39:04,0.037,0.734,0.23,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q4,2014,2015-02-24 16:02:09,0.021,0.745,0.234,1.0
ALL,Allstate,Financials,Property & Casualty Insurance,Q4,2014,2015-02-05 23:50:08,0.045,0.77,0.185,1.0
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,Q4,2014,2015-01-30 17:00:00,0.023,0.734,0.243,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q4,2014,2015-01-30 17:00:00,0.023,0.734,0.243,1.0
MO,Altria,Consumer Staples,Tobacco,Q4,2014,2015-01-30 18:05:07,0.016,0.774,0.21,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q4,2014,2015-01-29 21:48:01,0.017,0.746,0.237,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q4,2014,2015-01-29 16:10:15,0.023,0.778,0.2,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q4,2014,2015-02-25 16:09:05,0.029,0.758,0.213,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q4,2014,2015-01-27 16:50:19,0.039,0.758,0.204,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q4,2014,2015-01-28 15:41:04,0.023,0.744,0.233,1.0
AXP,American Express,Financials,Consumer Finance,Q4,2014,2015-01-21 21:55:09,0.023,0.697,0.28,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q4,2014,2015-02-13 15:22:04,0.068,0.719,0.213,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q4,2014,2015-02-12 20:47:07,0.017,0.804,0.18,1.0
AWK,American Water Works,Utilities,Water Utilities,Q4,2014,2015-02-25 11:11:05,0.015,0.772,0.214,0.9999
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q4,2014,2015-01-29 18:50:03,0.022,0.726,0.252,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q4,2014,2015-01-28 20:49:02,0.02,0.752,0.227,1.0
AMGN,Amgen,Health Care,Biotechnology,Q4,2014,2015-03-12 20:21:05,0.05,0.759,0.191,0.9999
APH,Amphenol,Information Technology,Electronic Components,Q4,2014,2015-01-21 22:31:04,0.023,0.707,0.27,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q4,2014,2014-07-24 22:00:44,0.03,0.756,0.213,1.0
ANSS,Ansys,Information Technology,Application Software,Q4,2014,2015-02-26 16:33:15,0.018,0.762,0.22,1.0
AON,Aon,Financials,Insurance Brokers,Q4,2014,2015-02-06 14:47:04,0.026,0.709,0.265,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q4,2014,2015-02-12 19:31:04,0.043,0.759,0.198,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q4,2014,2014-10-20 23:20:12,0.028,0.753,0.219,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q4,2014,2014-11-13 20:40:13,0.03,0.737,0.234,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q4,2014,2015-02-11 18:13:10,0.053,0.754,0.194,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q4,2014,2015-02-03 17:22:04,0.047,0.727,0.226,1.0
ANET,Arista Networks,Information Technology,Communications Equipment,Q4,2014,2015-02-19 00:00:00,0.037,0.779,0.184,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q4,2014,2015-02-04 13:40:04,0.026,0.722,0.252,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q4,2014,2015-02-13 15:43:01,0.052,0.737,0.212,1.0
T,AT&T,Communication Services,Integrated Telecommunication Services,Q4,2014,2015-01-27 22:49:05,0.039,0.742,0.219,1.0
ATO,Atmos Energy,Utilities,Gas Utilities,Q4,2014,2014-11-06 15:20:09,0.028,0.748,0.224,0.9999
ADSK,Autodesk,Information Technology,Application Software,Q4,2014,2014-02-26 22:53:04,0.013,0.764,0.224,1.0
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,Q4,2014,2014-07-31 13:40:10,0.027,0.757,0.216,1.0
AZO,AutoZone,Consumer Discretionary,Automotive Retail,Q4,2014,2014-09-22 16:15:04,0.031,0.722,0.247,1.0
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,Q4,2014,2015-01-29 19:50:11,0.033,0.78,0.187,1.0
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,Q4,2014,2015-02-02 18:16:05,0.041,0.728,0.23,1.0
AXON,Axon Enterprise,Industrials,Aerospace & Defense,Q4,2014,2015-02-26 17:53:09,0.036,0.753,0.211,1.0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,Q4,2014,2015-01-20 13:56:02,0.046,0.722,0.232,1.0
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",Q4,2014,2015-02-05 16:10:14,0.02,0.801,0.179,1.0
BAC,Bank of America,Financials,Diversified Banks,Q4,2014,2015-01-15 15:29:08,0.045,0.761,0.194,1.0
BK,Bank of New York Mellon,Financials,Asset Management & Custody Banks,Q4,2014,2015-01-24 07:06:03,0.034,0.716,0.25,1.0
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,Q4,2014,2014-02-27 00:00:00,0.02,0.772,0.208,1.0
BAX,Baxter International,Health Care,Health Care Equipment,Q4,2014,2015-01-29 17:00:00,0.02,0.756,0.224,1.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,Q4,2014,2014-11-04 11:30:04,0.026,0.753,0.221,1.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,Q4,2014,2014-02-27 10:52:05,0.044,0.709,0.247,1.0
BIO,Bio-Rad,Health Care,Life Sciences Tools & Services,Q4,2014,2015-02-26 20:30:11,0.02,0.775,0.205,0.9999
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,Q4,2014,2014-08-14 22:38:03,0.024,0.742,0.234,1.0
BIIB,Biogen,Health Care,Biotechnology,Q4,2014,2015-01-29 21:59:08,0.016,0.776,0.208,1.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,Q4,2014,2015-01-15 23:08:05,0.028,0.744,0.227,1.0
BX,Blackstone,Financials,Asset Management & Custody Banks,Q4,2014,2015-01-30 17:00:00,0.039,0.75,0.212,1.0
BA,Boeing,Industrials,Aerospace & Defense,Q4,2014,2015-01-28 14:24:04,0.027,0.725,0.248,1.0
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q4,2014,2015-02-20 03:19:08,0.039,0.737,0.224,1.0
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,Q4,2014,2015-02-12 15:40:03,0.02,0.769,0.211,1.0
BXP,Boston Properties,Real Estate,Office REITs,Q4,2014,2015-01-30 18:39:04,0.034,0.771,0.195,1.0
BSX,Boston Scientific,Health Care,Health Care Equipment,Q4,2014,2015-02-04 14:57:06,0.024,0.748,0.228,1.0
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,Q4,2014,2015-01-27 18:53:03,0.029,0.726,0.244,1.0
AVGO,Broadcom Inc.,Information Technology,Semiconductors,Q4,2014,2014-12-03 23:20:08,0.033,0.767,0.2,1.0
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,Q4,2014,2014-08-07 13:01:14,0.019,0.734,0.247,1.0
BRO,Brown & Brown,Financials,Insurance Brokers,Q4,2014,2015-01-27 13:49:03,0.032,0.76,0.208,1.0
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,Q4,2014,2014-06-04 16:31:03,0.034,0.732,0.235,1.0
BLDR,Builders FirstSource,Industrials,Building Products,Q4,2014,2015-02-20 16:39:04,0.053,0.774,0.173,0.9999
BG,Bunge Global SA,Consumer Staples,Agricultural Products & Services,Q4,2014,2015-02-12 14:00:59,0.051,0.748,0.201,1.0
CDNS,Cadence Design Systems,Information Technology,Application Software,Q4,2014,2015-02-05 01:49:06,0.018,0.698,0.284,1.0
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,Q4,2014,2015-03-02 23:22:02,0.024,0.736,0.241,1.0
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,Q4,2014,2015-01-29 17:40:15,0.04,0.782,0.178,1.0
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,Q4,2014,2014-09-08 17:45:01,0.049,0.763,0.188,1.0
COF,Capital One,Financials,Consumer Finance,Q4,2014,2015-01-22 20:54:06,0.043,0.679,0.278,1.0
CAH,Cardinal Health,Health Care,Health Care Distributors,Q4,2014,2014-08-04 15:40:08,0.024,0.729,0.247,1.0
KMX,CarMax,Consumer Discretionary,Automotive Retail,Q4,2014,2014-04-04 17:00:00,0.024,0.763,0.213,1.0
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q4,2014,2014-12-19 16:36:03,0.029,0.742,0.229,1.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,Q4,2014,2015-01-27 16:44:01,0.056,0.734,0.21,1.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,Q4,2014,2015-02-06 15:44:04,0.011,0.739,0.25,1.0
CBRE,CBRE Group,Real Estate,Real Estate Services,Q4,2014,2015-02-04 00:00:00,0.021,0.758,0.221,1.0
CDW,CDW,Information Technology,Technology Distributors,Q4,2014,2015-02-10 15:09:05,0.034,0.719,0.248,1.0
CE,Celanese,Materials,Specialty Chemicals,Q4,2014,2015-01-23 16:07:02,0.033,0.744,0.223,1.0
COR,Cencora,Health Care,Health Care Distributors,Q4,2014,2015-02-13 17:00:00,0.017,0.802,0.181,1.0
CNC,Centene Corporation,Health Care,Managed Health Care,Q4,2014,2015-02-03 13:53:04,0.023,0.766,0.211,1.0
CNP,CenterPoint Energy,Utilities,Multi-Utilities,Q4,2014,2015-02-26 16:50:20,0.015,0.758,0.227,1.0
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,Q4,2014,2015-02-18 15:05:19,0.027,0.795,0.179,1.0
CHRW,CH Robinson,Industrials,Air Freight & Logistics,Q4,2014,2015-02-04 14:16:08,0.035,0.725,0.24,1.0
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Q4,2014,2015-02-11 16:17:05,0.024,0.709,0.267,1.0
CHTR,Charter Communications,Communication Services,Cable & Satellite,Q4,2014,2015-01-29 14:09:04,0.042,0.74,0.218,1.0
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,Q4,2014,2015-01-30 17:00:00,0.048,0.773,0.179,1.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,Q4,2014,2015-02-03 23:40:08,0.026,0.745,0.229,1.0
CB,Chubb Limited,Financials,Property & Casualty Insurance,Q4,2014,2015-01-28 13:43:08,0.051,0.722,0.227,1.0
CHD,Church & Dwight,Consumer Staples,Household Products,Q4,2014,2015-02-04 03:25:04,0.063,0.705,0.232,1.0
CI,Cigna,Health Care,Health Care Services,Q4,2014,2015-02-05 13:10:13,0.027,0.722,0.251,1.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,Q4,2014,2015-02-05 17:08:06,0.059,0.701,0.24,1.0
CTAS,Cintas,Industrials,Diversified Support Services,Q4,2014,2014-07-15 20:50:07,0.035,0.787,0.178,1.0
CSCO,Cisco,Information Technology,Communications Equipment,Q4,2014,2014-08-13 00:00:00,0.041,0.735,0.223,1.0
C,Citigroup,Financials,Diversified Banks,Q4,2014,2015-01-15 20:29:03,0.041,0.747,0.212,1.0
CFG,Citizens Financial Group,Financials,Regional Banks,Q4,2014,2015-01-26 17:00:00,0.021,0.722,0.257,1.0
CLX,Clorox,Consumer Staples,Household Products,Q4,2014,2014-08-01 19:25:11,0.039,0.729,0.233,1.0
CME,CME Group,Financials,Financial Exchanges & Data,Q4,2014,2015-02-05 20:20:05,0.025,0.761,0.215,1.0
CMS,CMS Energy,Utilities,Multi-Utilities,Q4,2014,2015-01-29 18:30:10,0.017,0.776,0.207,1.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Q4,2014,2015-02-10 15:03:07,0.023,0.746,0.231,1.0
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,Q4,2014,2015-02-04 12:57:08,0.019,0.751,0.231,1.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,Q4,2014,2015-01-29 17:40:11,0.039,0.718,0.243,1.0
CMCSA,Comcast,Communication Services,Cable & Satellite,Q4,2014,2015-02-24 12:34:07,0.021,0.73,0.25,1.0
CMA,Comerica,Financials,Diversified Banks,Q4,2014,2015-01-16 13:07:07,0.033,0.729,0.238,1.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,Q4,2014,2014-06-26 16:13:05,0.034,0.705,0.262,1.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Q4,2014,2015-01-29 17:03:04,0.038,0.752,0.21,1.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,Q4,2014,2014-04-09 17:06:02,0.041,0.721,0.238,1.0
COO,CooperCompanies,Health Care,Health Care Supplies,Q4,2014,2014-12-04 21:28:02,0.046,0.766,0.188,1.0
CPRT,Copart,Industrials,Diversified Support Services,Q4,2014,2014-09-24 15:36:03,0.026,0.763,0.211,0.9999
GLW,Corning Inc.,Information Technology,Electronic Components,Q4,2014,2015-01-27 13:39:08,0.047,0.764,0.189,1.0
CPAY,Corpay,Financials,Transaction & Payment Processing Services,Q4,2014,2015-02-05 00:00:00,0.026,0.787,0.187,1.0
CSGP,CoStar Group,Real Estate,Real Estate Services,Q4,2014,2015-02-26 16:01:08,0.019,0.787,0.194,1.0
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,Q4,2014,2014-10-08 15:58:05,0.032,0.785,0.183,1.0
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,Q4,2014,2015-02-18 21:35:04,0.028,0.735,0.237,1.0
CCI,Crown Castle,Real Estate,Telecom Tower REITs,Q4,2014,2015-01-22 17:42:04,0.023,0.782,0.195,1.0
CSX,CSX,Industrials,Rail Transportation,Q4,2014,2015-01-14 16:21:06,0.037,0.739,0.224,1.0
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,Q4,2014,2014-11-12 13:47:05,0.053,0.76,0.187,1.0
CVS,CVS Health,Health Care,Health Care Services,Q4,2014,2015-02-10 00:00:00,0.021,0.743,0.236,1.0
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,Q4,2014,2015-01-27 11:35:07,0.026,0.71,0.264,1.0
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,Q4,2014,2014-06-20 15:30:07,0.035,0.737,0.228,1.0
DVA,DaVita Inc.,Health Care,Health Care Services,Q4,2014,2015-02-12 20:40:07,0.034,0.774,0.192,1.0
DE,John Deere,Industrials,Agricultural & Farm Machinery,Q4,2014,2014-11-26 14:37:04,0.051,0.788,0.161,0.9999
DAL,Delta Air Lines,Industrials,Passenger Airlines,Q4,2014,2015-01-20 18:25:04,0.039,0.764,0.197,1.0
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,Q4,2014,2015-02-18 16:30:08,0.023,0.76,0.218,1.0
DXCM,Dexcom,Health Care,Health Care Equipment,Q4,2014,2015-02-25 23:19:03,0.023,0.739,0.238,1.0
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,Q4,2014,2015-02-18 17:00:00,0.051,0.716,0.233,1.0
DLR,Digital Realty,Real Estate,Data Center REITs,Q4,2014,2015-02-13 01:10:10,0.025,0.772,0.202,1.0
DFS,Discover Financial,Financials,Consumer Finance,Q4,2014,2015-01-21 22:20:14,0.027,0.762,0.211,1.0
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,Q4,2014,2014-03-13 00:00:00,0.042,0.743,0.215,1.0
DPZ,Domino's,Consumer Discretionary,Restaurants,Q4,2014,2015-02-24 14:34:02,0.017,0.733,0.25,1.0
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,Q4,2014,2015-01-27 15:32:06,0.025,0.743,0.232,1.0
DOW,Dow Inc.,Materials,Commodity Chemicals,Q4,2014,2015-01-29 17:00:00,0.041,0.731,0.229,1.0
DHI,DR Horton,Consumer Discretionary,Homebuilding,Q4,2014,2014-11-11 14:58:02,0.023,0.75,0.227,1.0
DTE,DTE Energy,Utilities,Multi-Utilities,Q4,2014,2015-02-13 15:26:07,0.012,0.731,0.257,1.0
DUK,Duke Energy,Utilities,Electric Utilities,Q4,2014,2015-02-18 13:30:15,0.02,0.739,0.241,1.0
DD,DuPont,Materials,Specialty Chemicals,Q4,2014,2015-01-27 14:53:03,0.049,0.753,0.198,1.0
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,Q4,2014,2015-01-30 14:25:05,0.044,0.73,0.226,1.0
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,Q4,2014,2015-02-03 15:40:16,0.043,0.756,0.201,1.0
