ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q4,2016,2017-01-24 15:16:07,0.018,0.715,0.267,1.0
AOS,A. O. Smith,Industrials,Building Products,Q4,2016,2017-02-02 17:03:17,0.025,0.788,0.187,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q4,2016,2017-01-25 17:00:00,0.029,0.724,0.248,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q4,2016,2017-01-27 14:30:11,0.042,0.756,0.202,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q4,2016,2016-09-29 13:54:03,0.023,0.715,0.262,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q4,2016,2016-12-15 22:19:03,0.01,0.733,0.257,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q4,2016,2016-04-27 22:45:18,0.027,0.757,0.216,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q4,2016,2017-02-27 16:08:06,0.034,0.731,0.234,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q4,2016,2017-02-01 13:06:19,0.044,0.746,0.21,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q4,2016,2016-11-15 00:00:00,0.026,0.754,0.22,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q4,2016,2016-10-27 17:11:21,0.031,0.72,0.25,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q4,2016,2017-02-07 23:15:46,0.026,0.726,0.248,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q4,2016,2017-02-28 13:57:17,0.026,0.751,0.223,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q4,2016,2017-02-01 17:00:00,0.03,0.735,0.234,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q4,2016,2017-02-01 00:10:13,0.03,0.767,0.203,1.0
ALLE,Allegion,Industrials,Building Products,Q4,2016,2017-02-09 12:49:18,0.019,0.7,0.281,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q4,2016,2017-02-24 13:19:18,0.024,0.756,0.22,0.9999
ALL,Allstate,Financials,Property & Casualty Insurance,Q4,2016,2017-02-02 16:02:02,0.056,0.718,0.226,1.0
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,Q4,2016,2017-01-27 17:00:00,0.012,0.736,0.252,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q4,2016,2017-01-27 17:00:00,0.012,0.736,0.252,1.0
MO,Altria,Consumer Staples,Tobacco,Q4,2016,2017-02-01 12:41:15,0.016,0.772,0.212,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q4,2016,2017-02-02 22:03:14,0.016,0.717,0.266,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q4,2016,2017-01-26 18:30:12,0.025,0.751,0.224,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q4,2016,2017-02-16 15:28:22,0.029,0.728,0.243,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q4,2016,2017-01-27 16:06:04,0.027,0.735,0.238,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q4,2016,2017-01-26 15:07:13,0.028,0.74,0.232,1.0
AXP,American Express,Financials,Consumer Finance,Q4,2016,2017-01-19 23:08:03,0.016,0.735,0.249,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q4,2016,2017-02-15 14:27:19,0.085,0.716,0.199,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q4,2016,2017-02-09 20:30:07,0.018,0.764,0.218,1.0
AWK,American Water Works,Utilities,Water Utilities,Q4,2016,2017-02-22 14:37:14,0.024,0.733,0.243,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q4,2016,2017-02-02 15:35:26,0.022,0.718,0.259,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q4,2016,2017-02-07 15:51:16,0.027,0.742,0.231,1.0
AMGN,Amgen,Health Care,Biotechnology,Q4,2016,2017-02-02 23:07:18,0.026,0.748,0.226,1.0
APH,Amphenol,Information Technology,Electronic Components,Q4,2016,2017-01-25 18:37:06,0.02,0.727,0.253,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q4,2016,2016-11-22 00:00:00,0.031,0.727,0.242,1.0
ANSS,Ansys,Information Technology,Application Software,Q4,2016,2017-02-23 13:04:33,0.016,0.769,0.214,1.0
AON,Aon,Financials,Insurance Brokers,Q4,2016,2017-02-10 13:21:15,0.03,0.71,0.259,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q4,2016,2017-02-23 20:31:29,0.031,0.758,0.211,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q4,2016,2016-10-25 21:35:27,0.029,0.732,0.239,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q4,2016,2016-11-17 22:10:07,0.02,0.753,0.227,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q4,2016,2017-02-14 00:00:00,0.054,0.768,0.178,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q4,2016,2017-02-07 14:43:16,0.035,0.734,0.231,1.0
ANET,Arista Networks,Information Technology,Communications Equipment,Q4,2016,2017-02-16 20:43:31,0.034,0.756,0.21,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q4,2016,2017-01-27 15:10:14,0.031,0.707,0.262,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q4,2016,2017-02-08 10:24:05,0.042,0.745,0.214,1.0
T,AT&T,Communication Services,Integrated Telecommunication Services,Q4,2016,2017-01-25 21:03:07,0.023,0.732,0.245,1.0
