ticker,company,sector,sub-sector,quarter,year,date,score-neg,score-neu,score-pos,score-compound
MMM,3M,Industrials,Industrial Conglomerates,Q3,2021,2021-10-26 12:55:07,0.037,0.767,0.197,1.0
AOS,A. O. Smith,Industrials,Building Products,Q3,2021,2021-10-28 15:48:04,0.027,0.74,0.233,1.0
ABT,Abbott,Health Care,Health Care Equipment,Q3,2021,2021-10-20 00:00:00,0.021,0.734,0.246,1.0
ABBV,AbbVie,Health Care,Biotechnology,Q3,2021,2021-10-29 14:38:16,0.034,0.719,0.247,1.0
ACN,Accenture,Information Technology,IT Consulting & Other Services,Q3,2021,2021-06-24 14:40:02,0.022,0.707,0.271,1.0
ADBE,Adobe Inc.,Information Technology,Application Software,Q3,2021,2021-09-21 21:57:06,0.016,0.731,0.253,1.0
AMD,Advanced Micro Devices,Information Technology,Semiconductors,Q3,2021,2021-10-26 20:12:03,0.022,0.72,0.259,1.0
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,Q3,2021,2021-11-04 12:47:20,0.021,0.729,0.25,1.0
AFL,Aflac,Financials,Life & Health Insurance,Q3,2021,2021-10-28 13:33:05,0.057,0.758,0.185,1.0
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,Q3,2021,2021-08-17 20:08:14,0.019,0.73,0.251,1.0
APD,Air Products and Chemicals,Materials,Industrial Gases,Q3,2021,2021-08-09 13:49:09,0.022,0.695,0.283,1.0
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2021,2021-11-04 22:47:06,0.019,0.732,0.249,1.0
AKAM,Akamai,Information Technology,Internet Services & Infrastructure,Q3,2021,2021-11-02 21:18:15,0.046,0.685,0.269,1.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,Q3,2021,2021-11-04 13:14:07,0.036,0.787,0.177,1.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Q3,2021,2021-10-26 22:11:17,0.04,0.736,0.224,1.0
ALGN,Align Technology,Health Care,Health Care Supplies,Q3,2021,2021-10-27 21:42:17,0.025,0.751,0.224,1.0
ALLE,Allegion,Industrials,Building Products,Q3,2021,2021-10-21 14:32:07,0.042,0.7,0.258,1.0
LNT,Alliant Energy,Utilities,Electric Utilities,Q3,2021,2021-11-05 00:00:00,0.019,0.739,0.242,0.9999
ALL,Allstate,Financials,Property & Casualty Insurance,Q3,2021,2021-11-04 12:59:05,0.044,0.725,0.23,1.0
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,Q3,2021,2021-10-26 20:10:06,0.018,0.737,0.245,1.0
MO,Altria,Consumer Staples,Tobacco,Q3,2021,2021-10-28 11:52:20,0.029,0.76,0.211,1.0
AMZN,Amazon,Consumer Discretionary,Broadline Retail,Q3,2021,2021-10-28 23:14:09,0.029,0.737,0.234,1.0
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,Q3,2021,2021-05-04 22:59:05,0.033,0.748,0.219,1.0
AEE,Ameren,Utilities,Multi-Utilities,Q3,2021,2021-11-04 16:27:05,0.017,0.716,0.267,1.0
AAL,American Airlines Group,Industrials,Passenger Airlines,Q3,2021,2021-10-21 14:30:08,0.037,0.76,0.202,1.0
AEP,American Electric Power,Utilities,Electric Utilities,Q3,2021,2021-10-28 13:58:04,0.035,0.741,0.224,1.0
AXP,American Express,Financials,Consumer Finance,Q3,2021,2021-10-22 14:57:05,0.021,0.756,0.223,1.0
AIG,American International Group,Financials,Multi-line Insurance,Q3,2021,2021-11-05 00:00:00,0.064,0.748,0.189,1.0
AMT,American Tower,Real Estate,Telecom Tower REITs,Q3,2021,2021-10-28 13:02:05,0.025,0.751,0.224,1.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Q3,2021,2021-10-27 12:54:10,0.016,0.66,0.324,1.0
AME,Ametek,Industrials,Electrical Components & Equipment,Q3,2021,2021-11-02 12:50:18,0.019,0.729,0.252,1.0
AMGN,Amgen,Health Care,Biotechnology,Q3,2021,2021-11-02 21:46:05,0.039,0.733,0.228,1.0
APH,Amphenol,Information Technology,Electronic Components,Q3,2021,2021-10-27 19:45:08,0.032,0.726,0.243,1.0
ADI,Analog Devices,Information Technology,Semiconductors,Q3,2021,2021-08-18 13:05:06,0.027,0.743,0.23,1.0
ANSS,Ansys,Information Technology,Application Software,Q3,2021,2021-11-04 14:56:06,0.014,0.741,0.246,1.0
AON,Aon,Financials,Insurance Brokers,Q3,2021,2021-10-29 13:04:11,0.022,0.711,0.267,1.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,Q3,2021,2021-11-04 14:21:11,0.04,0.733,0.227,1.0
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Q3,2021,2021-07-27 23:13:05,0.031,0.702,0.267,1.0
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,Q3,2021,2021-08-19 20:00:09,0.023,0.735,0.242,1.0
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,Q3,2021,2021-11-04 12:24:06,0.03,0.733,0.237,1.0
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,Q3,2021,2021-10-28 17:57:06,0.053,0.727,0.221,1.0
ADM,Archer-Daniels-Midland,Consumer Staples,Agricultural Products & Services,Q3,2021,2021-10-26 13:34:35,0.028,0.724,0.248,1.0
ANET,Arista Networks,Information Technology,Communications Equipment,Q3,2021,2021-11-01 20:23:02,0.031,0.738,0.231,1.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Q3,2021,2021-10-28 23:29:06,0.033,0.711,0.256,1.0
AIZ,Assurant,Financials,Multi-line Insurance,Q3,2021,2021-11-03 12:52:05,0.028,0.727,0.245,1.0
T,AT&T,Communication Services,Integrated Telecommunication Services,Q3,2021,2021-10-21 13:01:06,0.021,0.76,0.219,1.0
ATO,Atmos Energy,Utilities,Gas Utilities,Q3,2021,2021-08-05 12:33:20,0.032,0.742,0.226,0.9999
ADSK,Autodesk,Information Technology,Application Software,Q3,2021,2020-11-25 00:50:58,0.021,0.72,0.259,1.0
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,Q3,2021,2021-04-28 16:30:42,0.029,0.684,0.287,1.0
AZO,AutoZone,Consumer Discretionary,Automotive Retail,Q3,2021,2021-05-25 14:53:03,0.034,0.711,0.255,1.0
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,Q3,2021,2021-10-28 20:11:05,0.029,0.735,0.236,1.0
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,Q3,2021,2021-10-27 16:11:13,0.036,0.738,0.226,1.0
AXON,Axon Enterprise,Industrials,Aerospace & Defense,Q3,2021,2021-11-16 00:48:01,0.036,0.711,0.253,1.0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,Q3,2021,2021-10-20 14:38:05,0.021,0.741,0.237,1.0
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",Q3,2021,2021-11-04 16:42:09,0.033,0.753,0.214,1.0
BAC,Bank of America,Financials,Diversified Banks,Q3,2021,2021-10-14 15:26:05,0.027,0.743,0.23,1.0
BK,Bank of New York Mellon,Financials,Asset Management & Custody Banks,Q3,2021,2021-10-19 14:20:07,0.023,0.719,0.258,1.0
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,Q3,2021,2020-11-19 00:00:00,0.016,0.729,0.255,1.0
BAX,Baxter International,Health Care,Health Care Equipment,Q3,2021,2021-07-30 14:07:08,0.018,0.686,0.296,1.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,Q3,2021,2021-08-05 13:10:04,0.036,0.749,0.215,1.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,Q3,2021,2020-11-24 14:45:17,0.043,0.721,0.235,1.0
BIO,Bio-Rad,Health Care,Life Sciences Tools & Services,Q3,2021,2021-10-28 21:53:11,0.03,0.739,0.23,1.0
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,Q3,2021,2021-05-09 14:12:10,0.028,0.735,0.236,1.0
BIIB,Biogen,Health Care,Biotechnology,Q3,2021,2021-10-20 13:40:06,0.044,0.773,0.182,1.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,Q3,2021,2021-10-13 12:00:05,0.027,0.747,0.226,1.0
BX,Blackstone,Financials,Asset Management & Custody Banks,Q3,2021,2021-10-21 13:22:03,0.019,0.726,0.255,1.0
BA,Boeing,Industrials,Aerospace & Defense,Q3,2021,2021-10-27 14:25:56,0.037,0.742,0.22,1.0
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2021,2021-11-03 22:43:05,0.04,0.724,0.235,1.0
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,Q3,2021,2021-11-03 14:43:05,0.024,0.77,0.206,1.0
BXP,Boston Properties,Real Estate,Office REITs,Q3,2021,2021-10-27 17:18:07,0.033,0.811,0.156,1.0
BSX,Boston Scientific,Health Care,Health Care Equipment,Q3,2021,2021-11-01 21:55:03,0.03,0.693,0.278,1.0
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,Q3,2021,2021-10-27 13:28:13,0.037,0.727,0.236,1.0
AVGO,Broadcom Inc.,Information Technology,Semiconductors,Q3,2021,2021-09-02 22:46:05,0.028,0.772,0.2,1.0
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,Q3,2021,2021-05-04 00:00:00,0.015,0.719,0.266,1.0
BRO,Brown & Brown,Financials,Insurance Brokers,Q3,2021,2021-10-26 12:38:06,0.026,0.728,0.247,1.0
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,Q3,2021,2021-03-03 00:00:00,0.034,0.759,0.208,1.0
BLDR,Builders FirstSource,Industrials,Building Products,Q3,2021,2021-11-04 15:47:13,0.023,0.704,0.273,1.0
BG,Bunge Global SA,Consumer Staples,Agricultural Products & Services,Q3,2021,2021-10-27 14:04:09,0.047,0.693,0.26,1.0
CDNS,Cadence Design Systems,Information Technology,Application Software,Q3,2021,2021-10-25 23:40:07,0.015,0.701,0.284,1.0
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,Q3,2021,2021-11-02 21:13:10,0.032,0.755,0.213,1.0
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,Q3,2021,2021-10-29 19:00:06,0.047,0.739,0.214,1.0
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,Q3,2021,2021-06-09 13:46:06,0.045,0.725,0.23,1.0
COF,Capital One,Financials,Consumer Finance,Q3,2021,2021-10-26 00:00:00,0.033,0.704,0.263,1.0
CAH,Cardinal Health,Health Care,Health Care Distributors,Q3,2021,2021-05-06 14:09:03,0.033,0.732,0.235,1.0
KMX,CarMax,Consumer Discretionary,Automotive Retail,Q3,2021,2020-12-22 15:38:02,0.033,0.713,0.255,1.0
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Q3,2021,2021-09-24 00:00:00,0.031,0.75,0.219,1.0
CARR,Carrier Global,Industrials,Building Products,Q3,2021,2021-10-28 13:01:19,0.042,0.716,0.242,1.0
CTLT,Catalent,Health Care,Pharmaceuticals,Q3,2021,2021-05-04 12:49:08,0.028,0.756,0.216,1.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,Q3,2021,2021-10-28 12:11:03,0.041,0.728,0.231,1.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,Q3,2021,2021-10-29 14:06:14,0.016,0.715,0.269,1.0
CBRE,CBRE Group,Real Estate,Real Estate Services,Q3,2021,2021-10-28 12:26:09,0.019,0.742,0.239,1.0
CDW,CDW,Information Technology,Technology Distributors,Q3,2021,2021-11-03 13:05:31,0.031,0.739,0.23,1.0
CE,Celanese,Materials,Specialty Chemicals,Q3,2021,2021-10-22 16:16:05,0.038,0.764,0.199,1.0
COR,Cencora,Health Care,Health Care Distributors,Q3,2021,2021-10-28 16:47:12,0.02,0.768,0.212,1.0
CNC,Centene Corporation,Health Care,Managed Health Care,Q3,2021,2021-10-26 13:49:04,0.018,0.723,0.259,1.0
CNP,CenterPoint Energy,Utilities,Multi-Utilities,Q3,2021,2021-11-04 11:02:18,0.015,0.763,0.222,1.0
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,Q3,2021,2021-11-04 14:26:05,0.043,0.754,0.203,1.0
CHRW,CH Robinson,Industrials,Air Freight & Logistics,Q3,2021,2021-10-26 00:00:00,0.035,0.732,0.234,1.0
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Q3,2021,2021-11-03 13:02:02,0.036,0.738,0.226,1.0
CHTR,Charter Communications,Communication Services,Cable & Satellite,Q3,2021,2021-10-29 13:28:10,0.037,0.768,0.195,1.0
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,Q3,2021,2021-10-29 14:59:05,0.035,0.756,0.209,1.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,Q3,2021,2021-10-21 20:50:03,0.036,0.693,0.271,1.0
CB,Chubb Limited,Financials,Property & Casualty Insurance,Q3,2021,2021-10-27 12:50:57,0.044,0.721,0.235,1.0
CHD,Church & Dwight,Consumer Staples,Household Products,Q3,2021,2021-10-29 16:37:05,0.042,0.741,0.217,1.0
CI,Cigna,Health Care,Health Care Services,Q3,2021,2021-11-04 12:34:11,0.021,0.735,0.245,1.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,Q3,2021,2021-10-28 15:24:07,0.08,0.703,0.217,0.9998
CTAS,Cintas,Industrials,Diversified Support Services,Q3,2021,2021-03-17 16:09:10,0.027,0.823,0.15,1.0
CSCO,Cisco,Information Technology,Communications Equipment,Q3,2021,2021-05-19 23:28:06,0.03,0.712,0.258,1.0
C,Citigroup,Financials,Diversified Banks,Q3,2021,2021-10-14 13:42:07,0.025,0.735,0.24,1.0
CFG,Citizens Financial Group,Financials,Regional Banks,Q3,2021,2021-10-20 14:19:17,0.032,0.718,0.25,1.0
CLX,Clorox,Consumer Staples,Household Products,Q3,2021,2021-04-30 19:21:07,0.02,0.712,0.268,1.0
CME,CME Group,Financials,Financial Exchanges & Data,Q3,2021,2021-10-27 14:02:15,0.024,0.724,0.252,1.0
CMS,CMS Energy,Utilities,Multi-Utilities,Q3,2021,2021-10-28 15:27:04,0.02,0.706,0.273,1.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Q3,2021,2021-10-27 13:21:06,0.03,0.72,0.25,1.0
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,Q3,2021,2021-10-27 21:02:07,0.026,0.732,0.242,1.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,Q3,2021,2021-10-29 14:40:03,0.028,0.695,0.277,1.0
CMCSA,Comcast,Communication Services,Cable & Satellite,Q3,2021,2021-10-29 02:06:06,0.026,0.733,0.241,1.0
CMA,Comerica,Financials,Diversified Banks,Q3,2021,2021-10-20 11:58:05,0.029,0.727,0.244,1.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,Q3,2021,2021-04-08 15:45:34,0.029,0.718,0.252,1.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Q3,2021,2021-11-03 01:25:04,0.034,0.73,0.237,1.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,Q3,2021,2021-01-07 17:35:06,0.031,0.708,0.261,1.0
COO,CooperCompanies,Health Care,Health Care Supplies,Q3,2021,2021-09-02 23:11:08,0.026,0.674,0.299,1.0
CPRT,Copart,Industrials,Diversified Support Services,Q3,2021,2021-05-20 15:24:05,0.03,0.735,0.235,1.0
GLW,Corning Inc.,Information Technology,Electronic Components,Q3,2021,2021-10-26 12:24:10,0.039,0.736,0.226,1.0
CPAY,Corpay,Financials,Transaction & Payment Processing Services,Q3,2021,2021-11-03 00:00:00,0.031,0.75,0.219,1.0
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,Q3,2021,2021-11-04 14:17:05,0.018,0.735,0.246,1.0
CSGP,CoStar Group,Real Estate,Real Estate Services,Q3,2021,2021-10-26 21:13:03,0.027,0.764,0.209,1.0
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,Q3,2021,2021-05-28 00:11:14,0.041,0.774,0.185,1.0
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,Q3,2021,2021-11-03 15:22:02,0.036,0.722,0.242,1.0
CCI,Crown Castle,Real Estate,Telecom Tower REITs,Q3,2021,2021-10-21 15:37:28,0.018,0.764,0.218,1.0
CSX,CSX,Industrials,Rail Transportation,Q3,2021,2021-10-20 21:09:09,0.039,0.748,0.213,1.0
